Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,44.4%,12.5%,1.4%,12.3%,50.7%,62.2%,36.1%,49.3%,24.3%,40.9%,0.48,R32 (Cluj-Napoca)
2016,11,2,9,18.2%,4-19,17.4%,75-130,36.6%,0-0,-,11,57.0%,17.1%,2.1%,8.3%,59.6%,62.1%,40.9%,53.5%,35.4%,44.4%,0.76,R16 (2x)
2015,25,10,15,40.0%,24-34,41.4%,251-296,45.9%,4-6,40.0%,18,60.9%,34.5%,2.5%,5.8%,68.5%,58.1%,48.0%,54.9%,40.9%,48.1%,0.91,QF (Bucharest)
2014,2,0,2,0.0%,1-4,20.0%,15-26,36.6%,0-1,0.0%,1,-,-,0.0%,2.2%,56.5%,65.4%,30.0%,50.0%,21.4%,36.4%,0.43,R32 (Bucharest)
Career,39,12,27,30.8%,29-59,33.0%,346-464,42.7%,4-7,36.4%,31,59.0%,27.5%,2.3%,6.7%,64.9%,59.5%,44.4%,54.2%,38.4%,46.4%,0.84,
