Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,279,200,79,71.7%,419-174,70.7%,3438-2531,57.6%,21-20,51.2%,0,,,,,,,,,,,
Clay,216,169,47,78.2%,390-150,72.2%,2947-2052,59.0%,13-9,59.1%,0,,,,,,,,,,,
Grass,346,266,80,76.9%,710-288,71.1%,6064-4468,57.6%,25-11,69.4%,0,,,,,,,,,,,
Carpet,236,165,71,69.9%,347-182,65.6%,2803-2169,56.4%,16-13,55.2%,0,,,,,,,,,,,
Grand Slams,205,171,34,83.4%,514-172,74.9%,3825-2583,59.7%,20-7,74.1%,0,,,,,,,,,,,
Masters,19,15,4,78.9%,27-9,75.0%,204-137,59.8%,3-2,60.0%,0,,,,,,,,,,,
Other Tours,1659,1123,536,67.7%,2415-1357,64.0%,21606-17662,55.0%,53-45,54.1%,0,,,,,,,,,,,
Best of 5,407,317,90,77.9%,990-429,69.8%,7880-5856,57.4%,32-11,74.4%,0,,,,,,,,,,,
Best of 3,1063,732,331,68.9%,1533-816,65.3%,12703-10128,55.6%,44-43,50.6%,0,,,,,,,,,,,
Finals,181,106,75,58.6%,283-234,54.7%,2802-2644,51.5%,10-3,76.9%,0,,,,,,,,,,,
Semi-finals,242,155,87,64.0%,377-244,60.7%,3394-2917,53.8%,14-12,53.8%,0,,,,,,,,,,,
Quarter-finals,239,189,50,79.1%,437-153,74.1%,3362-2362,58.7%,12-17,41.4%,0,,,,,,,,,,,
vs Righties,1463,1038,425,71.0%,2293-1159,66.4%,19942-15762,55.9%,65-44,59.6%,0,,,,,,,,,,,
vs Lefties,283,160,123,56.5%,389-294,57.0%,3689-3402,52.0%,11-10,52.4%,0,,,,,,,,,,,
vs Top 10,31,10,21,32.3%,25-49,33.8%,294-378,43.8%,5-4,55.6%,0,,,,,,,,,,,
