Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Grass,49,40,9,81.6%,11,10,1,90.9%,1951,1978,W,0,,,,,,,,,,
Roland Garros,5,Clay,27,24,3,88.9%,0,0,0,-,1952,1969,W,0,,,,,,,,,,
Wimbledon,11,Grass,58,47,11,81.0%,0,0,0,-,1952,1975,F,0,,,,,,,,,,
US Open,12,Clay,67,57,10,85.1%,13,9,4,69.2%,1952,1977,W,0,,,,,,,,,,
Davis Cup,5,,19,17,2,89.5%,0,0,0,-,1953,1975,,0,,,,,,,,,,
Las Vegas,8,Hard,25,13,12,52.0%,1,0,1,0.0%,1969,1979,F,0,,,,,,,,,,
Sydney Indoor,8,Hard,23,15,8,65.2%,6,3,3,50.0%,1973,1980,F,0,,,,,,,,,,
Hong Kong,6,Hard,21,18,3,85.7%,5,4,1,80.0%,1974,1979,W,0,,,,,,,,,,
Brisbane,6,Grass,20,15,5,75.0%,2,2,0,100.0%,1972,1980,W,0,,,,,,,,,,
Philadelphia WCT,6,Carpet,17,11,6,64.7%,3,2,1,66.7%,1969,1978,F,0,,,,,,,,,,
Sydney Outdoor,6,Grass,15,9,6,60.0%,3,1,2,33.3%,1974,1979,QF,0,,,,,,,,,,
