Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Monterrey R32,L vs Azarenka,11% (1/9),100% (1/1),0/4,44% (4/9),0% (0/4),0/1,0/0,2/2,0/0,1/1
2018 Hiroshima R32,L vs Zhu,40% (4/10),75% (3/4),2/4,50% (5/10),0% (0/5),3/3,0/0,0/1,0/0,0/1
2018 Nanchang R32,L vs Zheng,14% (1/7),100% (1/1),1/4,75% (6/8),0% (0/6),1/1,0/0,0/2,0/0,0/1
2018 Bogota R32,L vs Grammatikopoulou,56% (9/16),78% (7/9),3/8,69% (11/16),27% (3/11),3/6,0/2,1/1,0/0,0/0
2018 Taipei R32,L vs Duan,53% (8/15),63% (5/8),2/7,60% (9/15),22% (2/9),2/4,0/0,0/0,0/0,0/0
2018 Australian Open Q1,L vs Frech,40% (4/10),50% (2/4),0/3,67% (6/9),33% (2/6),1/2,0/0,1/2,0/0,1/1
2017 Hong Kong R32,L vs Saville,30% (3/10),67% (2/3),1/4,56% (5/9),20% (1/5),2/2,0/0,2/2,0/0,1/1
2017 Tokyo  F,L vs Diyas,20% (2/10),50% (1/2),1/4,40% (4/10),0% (0/4),1/1,0/0,0/0,0/0,0/0
2017 Tokyo  SF,W vs Fett,56% (9/16),78% (7/9),3/7,44% (7/16),0% (0/7),5/6,1/1,0/0,1/1,0/0
2017 Tokyo  QF,W vs Krunic,75% (6/8),67% (4/6),0/0,38% (3/8),100% (3/3),3/3,1/1,0/0,0/0,0/0
2017 Tokyo  R16,W vs Pliskova,60% (6/10),83% (5/6),1/3,36% (4/11),25% (1/4),3/4,1/2,0/0,1/2,0/0
2017 Tokyo  R32,W vs Hibino,44% (4/9),75% (3/4),0/1,30% (3/10),67% (2/3),3/3,2/2,0/0,1/1,0/0
2017 Nanchang R32,L vs Wang,33% (3/9),33% (1/3),1/4,63% (5/8),20% (1/5),1/1,0/0,0/0,0/0,0/0
2017 Roland Garros R128,L vs Townsend,50% (4/8),50% (2/4),1/6,75% (6/8),0% (0/6),1/2,0/0,1/1,0/0,0/0
2017 Rome $25K QF,L vs Mrdeza,43% (3/7),33% (1/3),1/4,88% (7/8),14% (1/7),0/1,0/0,0/2,0/0,0/1
2017 Rome $25K R16,W vs Matviyenko,73% (8/11),100% (8/8),5/7,73% (8/11),13% (1/8),2/6,0/2,1/1,0/0,0/0
2017 Rome $25K R32,W vs Schoofs,50% (4/8),100% (4/4),1/1,33% (3/9),67% (2/3),3/3,1/1,0/0,1/1,0/0
2017 Gifu $80K R16,L vs Kumkhum,38% (3/8),33% (1/3),0/5,86% (6/7),17% (1/6),0/1,0/0,0/0,0/0,0/0
2017 Gifu $80K R32,W vs Lu,67% (6/9),100% (6/6),3/4,60% (6/10),33% (2/6),4/5,1/1,0/0,1/1,0/0
2017 Anning $100K R32,W vs Kuwata,57% (4/7),100% (4/4),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2019 (1 matches),,11.1%,100.0%,0.0%,44.4%,0.0%,0.0%,-,100.0%,-,100.0%
2018 (5 matches),,44.8%,69.2%,30.8%,63.8%,18.9%,62.5%,0.0%,33.3%,-,33.3%
2017 (23 matches),,47.4%,81.5%,36.1%,57.0%,19.1%,70.1%,63.2%,43.8%,63.6%,33.3%
2016 (23 matches),,48.9%,78.1%,33.7%,49.6%,19.0%,61.3%,61.1%,64.0%,66.7%,28.6%
2015 (14 matches),,54.5%,81.0%,52.7%,52.3%,22.5%,63.3%,87.5%,53.3%,100.0%,66.7%
Career (81 matches),,49.2%,78.6%,38.0%,52.9%,20.5%,63.3%,65.6%,54.2%,67.9%,42.3%
