Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2017 Tokyo F,L vs Diyas,22.4%,24.1%,41.9%,24.3%,27.0%,42.9%,21.1%,44.4%,33.3%,21.1%,21.1%,40.0%,28.6%,58.3%,0.0%,11
2016 Tokyo R32,L vs Peterson,14.1%,15.4%,40.9%,12.7%,14.5%,43.8%,27.3%,48.5%,50.0%,18.2%,18.2%,33.3%,10.0%,66.7%,0.0%,-51
Career (2 matches),,17.6%,19.1%,41.3%,17.4%,19.6%,43.4%,24.4%,47.1%,44.4%,19.5%,19.5%,36.4%,17.6%,62.5%,0.0%,-22
