Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,8,15,34.8%,19-33,36.5%,215-275,43.9%,4-4,50.0%,22,55.4%,32.4%,1.0%,3.6%,64.6%,57.7%,42.8%,52.4%,42.5%,47.4%,0.89
Clay,2,0,2,0.0%,1-4,20.0%,19-29,39.6%,0-0,-,2,50.0%,43.8%,0.0%,5.1%,55.1%,47.1%,43.7%,45.6%,45.6%,45.6%,0.84
Grass,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,0.0%,0.0%,61.9%,42.3%,25.0%,35.7%,25.6%,30.6%,0.40
Grand Slams,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,-,-,0.0%,3.7%,59.3%,40.6%,40.9%,40.7%,40.7%,40.7%,0.69
Internationals,24,7,17,29.2%,18-37,32.7%,220-301,42.2%,4-4,50.0%,23,53.1%,31.1%,0.9%,3.5%,63.7%,56.3%,42.1%,51.2%,42.0%,46.5%,0.86
Finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,60.0%,10.0%,0.0%,3.4%,63.8%,56.8%,47.6%,53.4%,31.7%,42.4%,0.68
Semi-finals,1,1,0,100.0%,2-1,66.7%,17-16,51.5%,1-0,100.0%,1,56.3%,43.8%,0.0%,1.9%,68.3%,62.0%,45.5%,56.7%,47.6%,51.7%,1.10
Quarter-finals,1,1,0,100.0%,2-0,100.0%,12-4,75.0%,0-0,-,1,100.0%,50.0%,1.8%,1.8%,61.4%,71.4%,59.1%,66.7%,50.8%,58.6%,1.53
vs Righties,22,6,16,27.3%,15-35,30.0%,191-270,41.4%,3-4,42.9%,21,52.6%,30.2%,0.9%,3.6%,64.7%,56.7%,41.2%,51.3%,41.5%,46.3%,0.85
vs Lefties,3,2,1,66.7%,4-2,66.7%,30-29,50.8%,1-0,100.0%,3,72.7%,45.0%,1.5%,2.5%,61.6%,57.4%,48.7%,54.0%,45.6%,49.9%,0.99
