Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,10,2,8,20.0%,4,0,4,0.0%,1998,2005,R64,10,0.85,11.2%,3.8%,52.8%,72.5%,45.9%,59.9%,34.1%,56.9%,30.0%
Roland Garros,7,Clay,9,2,7,22.2%,3,0,3,0.0%,1998,2004,R64,9,0.90,8.0%,3.9%,56.6%,73.3%,44.9%,60.9%,35.1%,55.2%,32.1%
Wimbledon,8,Grass,20,12,8,60.0%,15,11,4,73.3%,1998,2005,QF,17,1.07,14.5%,2.6%,62.8%,77.1%,50.1%,67.1%,35.2%,66.4%,33.1%
US Open,9,Hard,20,11,9,55.0%,8,2,6,25.0%,1997,2005,R16,20,1.07,13.5%,4.1%,52.8%,79.1%,48.8%,64.8%,37.8%,61.6%,45.8%
Davis Cup,3,,6,2,4,33.3%,3,0,3,0.0%,1998,2001,,0,,,,,,,,,,
Memphis,9,Hard,24,15,9,62.5%,15,7,8,46.7%,1997,2005,SF,24,1.09,16.8%,4.1%,60.8%,78.4%,50.0%,67.3%,35.7%,71.8%,37.6%
San Jose,9,Hard,21,12,9,57.1%,15,7,8,46.7%,1998,2010,SF,21,1.04,15.5%,4.8%,57.9%,80.2%,48.0%,66.6%,34.9%,72.7%,33.9%
Indian Wells Masters,8,Hard,19,11,8,57.9%,9,7,2,77.8%,1998,2005,SF,19,1.00,14.2%,4.2%,54.8%,76.4%,52.5%,65.6%,34.2%,65.0%,37.0%
Miami Masters,7,Hard,19,12,7,63.2%,6,1,5,16.7%,1998,2004,F,19,1.01,12.8%,4.5%,51.9%,74.2%,46.2%,60.7%,39.7%,66.7%,55.4%
Queen's Club,7,Grass,15,8,7,53.3%,6,3,3,50.0%,1998,2004,QF,15,1.10,14.6%,5.1%,56.1%,80.0%,51.2%,67.4%,35.9%,62.7%,37.8%
Washington,7,Hard,12,5,7,41.7%,2,0,2,0.0%,1998,2006,QF,11,1.05,15.7%,6.1%,53.6%,73.8%,48.4%,62.0%,39.7%,52.2%,50.6%
