Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2010,3,0,3,0.0%,1-6,14.3%,21-39,35.0%,0-0,-,3,60.0%,10.0%,9.6%,9.1%,54.0%,74.3%,34.9%,56.1%,24.4%,41.5%,0.56,R32 (3x)
2009,3,1,2,33.3%,2-5,28.6%,36-41,46.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (Sacramento)
2008,4,1,3,25.0%,3-7,30.0%,43-54,44.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (Yuba City)
2007,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,0,,,,,,,,,,,,R32 (Calabasas)
2006,3,1,2,33.3%,3-1,75.0%,22-19,53.7%,1-0,100.0%,0,,,,,,,,,,,,R16 (Binghamton)
2005,21,9,12,42.9%,23-27,46.0%,245-249,49.6%,6-6,50.0%,0,,,,,,,,,,,,SF (Granby)
1998,3,2,1,66.7%,4-2,66.7%,34-26,56.7%,0-0,-,0,,,,,,,,,,,,QF (West Bloomfield)
1997,23,13,10,56.5%,25-15,62.5%,199-161,55.3%,7-7,50.0%,0,,,,,,,,,,,,W (Aptos)
1996,5,1,4,20.0%,2-7,22.2%,31-48,39.2%,0-0,-,0,,,,,,,,,,,,R16 (Belo Horizonte)
Career,66,28,38,42.4%,63-72,46.7%,641-650,49.7%,14-16,46.7%,3,60.0%,10.0%,9.6%,9.1%,54.0%,74.3%,34.9%,56.1%,24.4%,41.5%,0.56,
