Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,289,162,127,56.1%,372-319,53.8%,3574-3302,52.0%,67-69,49.3%,278,81.9%,21.5%,14.1%,4.3%,55.3%,76.7%,49.7%,64.6%,36.7%,50.8%,1.04
Clay,47,10,37,21.3%,40-85,32.0%,559-665,45.7%,2-9,18.2%,44,71.7%,19.1%,10.4%,4.8%,54.5%,72.0%,44.9%,59.7%,35.6%,47.9%,0.88
Grass,44,23,21,52.3%,69-56,55.2%,665-617,51.9%,15-11,57.7%,44,85.4%,17.8%,14.1%,3.6%,60.2%,77.5%,51.1%,67.0%,34.7%,50.8%,1.05
Carpet,20,8,12,40.0%,16-21,43.2%,182-175,51.0%,0-4,0.0%,19,80.7%,20.1%,14.3%,4.4%,53.0%,77.5%,49.1%,64.1%,35.7%,50.3%,0.99
Grand Slams,56,25,31,44.6%,92-102,47.4%,955-949,50.2%,11-17,39.3%,56,80.4%,19.6%,12.5%,3.6%,56.7%,76.3%,47.9%,64.0%,35.8%,50.2%,1.00
Masters,87,46,41,52.9%,102-95,51.8%,995-954,51.1%,16-16,50.0%,83,78.9%,22.2%,13.2%,4.4%,53.9%,75.3%,49.2%,63.3%,36.7%,50.4%,1.00
Other Tours,251,130,121,51.8%,294-272,51.9%,2927-2756,51.5%,57-57,50.0%,246,82.1%,20.5%,14.2%,4.5%,56.1%,76.6%,49.7%,64.8%,36.3%,50.6%,1.03
Best of 5,61,26,35,42.6%,98-114,46.2%,1033-1042,49.8%,11-20,35.5%,57,80.0%,19.4%,12.5%,3.6%,56.5%,76.3%,47.8%,63.9%,35.8%,50.1%,0.99
Best of 3,339,177,162,52.2%,399-367,52.1%,3947-3717,51.5%,73-73,50.0%,328,81.4%,21.0%,13.9%,4.5%,55.6%,76.3%,49.6%,64.4%,36.4%,50.6%,1.02
Finals,7,3,4,42.9%,7-9,43.8%,74-86,46.3%,3-1,75.0%,7,79.5%,12.7%,14.6%,3.7%,55.6%,72.7%,51.3%,63.2%,32.0%,48.0%,0.87
Semi-finals,15,7,8,46.7%,13-19,40.6%,158-167,48.6%,2-6,25.0%,15,78.4%,20.6%,12.9%,4.7%,53.8%,77.0%,46.6%,63.0%,35.9%,49.4%,0.97
Quarter-finals,40,15,25,37.5%,36-60,37.5%,475-520,47.7%,9-11,45.0%,40,79.5%,15.5%,13.5%,4.1%,55.4%,73.7%,50.2%,63.2%,34.1%,49.0%,0.93
vs Righties,346,172,174,49.7%,429-424,50.3%,4317-4139,51.1%,71-77,48.0%,332,80.6%,21.0%,13.6%,4.3%,55.5%,76.1%,48.9%,63.9%,36.4%,50.4%,1.01
vs Lefties,54,31,23,57.4%,68-57,54.4%,663-620,51.7%,13-16,44.8%,53,84.4%,18.7%,13.7%,4.2%,57.9%,77.8%,51.7%,66.8%,35.7%,50.9%,1.08
vs Top 10,52,13,39,25.0%,42-86,32.8%,571-693,45.2%,7-12,36.8%,50,76.8%,13.4%,13.0%,4.7%,54.4%,75.1%,46.3%,61.9%,31.8%,47.4%,0.84
