Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,3,2,1,66.7%,4-1,80.0%,28-19,59.6%,1-0,100.0%,3,82.6%,34.8%,2.3%,4.1%,51.5%,68.2%,54.2%,61.4%,41.5%,52.4%,1.08,QF (Stockton)
2016,3,1,2,33.3%,3-4,42.9%,36-33,52.2%,0-1,0.0%,3,82.9%,21.2%,5.6%,5.2%,53.7%,75.8%,49.5%,63.6%,34.4%,50.5%,0.95,R16 (Irving)
2015,1,0,1,0.0%,1-2,33.3%,14-18,43.8%,0-0,-,1,68.8%,18.8%,12.8%,3.2%,58.5%,74.5%,35.9%,58.5%,37.5%,47.5%,0.90,R32 (Ortisei)
2012,24,17,7,70.8%,35-15,70.0%,275-222,55.3%,7-2,77.8%,24,87.2%,22.1%,10.7%,3.7%,62.1%,76.6%,53.9%,68.0%,37.4%,52.3%,1.17,W (2x)
2011,21,18,3,85.7%,36-9,80.0%,262-186,58.5%,5-2,71.4%,20,88.1%,27.5%,12.5%,3.9%,61.5%,76.4%,54.6%,68.0%,39.4%,53.7%,1.23,W (2x)
2010,5,3,2,60.0%,7-6,53.8%,72-63,53.3%,1-3,25.0%,5,86.8%,19.0%,7.7%,1.6%,63.7%,74.6%,53.4%,66.9%,33.9%,51.2%,1.02,QF (Bangkok)
2008,8,6,2,75.0%,14-5,73.7%,112-94,54.4%,4-1,80.0%,0,,,,,,,,,,,,W (Helsinki)
2007,7,5,2,71.4%,11-5,68.8%,89-70,56.0%,2-0,100.0%,0,,,,,,,,,,,,F (Dnepropetrovsk)
2006,10,10,0,100.0%,20-4,83.3%,141-88,61.6%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
2005,11,7,4,63.6%,16-11,59.3%,138-113,55.0%,0-1,0.0%,0,,,,,,,,,,,,W (Kolding)
2004,16,12,4,75.0%,26-13,66.7%,216-168,56.3%,4-5,44.4%,0,,,,,,,,,,,,W (Waikoloa)
2003,50,35,15,70.0%,79-38,67.5%,632-510,55.3%,8-11,42.1%,0,,,,,,,,,,,,W (2x)
2002,19,10,9,52.6%,24-23,51.1%,241-235,50.6%,6-7,46.2%,0,,,,,,,,,,,,SF (Knoxville)
2001,31,17,14,54.8%,41-31,56.9%,370-339,52.2%,3-7,30.0%,0,,,,,,,,,,,,W (Dallas)
Career,209,143,66,68.4%,317-167,65.5%,2626-2158,54.9%,45-41,52.3%,56,86.6%,24.1%,10.4%,3.6%,61.0%,75.9%,53.4%,67.1%,37.8%,52.5%,1.15,
