Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
12-Jun-2011,s Hertogenbosch,Grass,F,70,42,Tursunov d. (4) Ivan Dodig [CRO],6-3 6-2,1.42,3.3%,5.0%,68.3%,75.6%,52.6%,3/3,1:16
14-Jun-2009,Eastbourne,Grass,F,27,126,(2) Tursunov d. (Q) Frank Dancevic [CAN],6-3 7-6(5),1.53,19.7%,3.3%,60.7%,86.5%,70.8%,0/0,1:23
29-Sep-2008,Metz,Hard,F,32,24,(5) Tursunov d. (4) Paul Henri Mathieu [FRA],7-6(6) 1-6 6-4,0.87,10.8%,4.9%,56.9%,70.7%,50.0%,5/9,2:24
14-Jul-2008,Indianapolis,Hard,F,32,25,(2) Gilles Simon [FRA] d. (3) Tursunov,6-4 6-4,0.78,13.2%,8.8%,57.4%,76.9%,34.5%,4/6,1:35
07-Jan-2008,Sydney,Hard,F,35,125,Tursunov d. (WC) Chris Guccione [AUS],7-6(3) 7-6(4),0.78,8.1%,1.4%,58.1%,88.4%,64.5%,0/0,1:23
24-Sep-2007,Bangkok,Hard,F,29,79,(6) Tursunov d. Benjamin Becker [GER],6-2 6-1,2.09,10.9%,4.3%,56.5%,80.8%,70.0%,3/3,0:58
23-Jul-2007,Indianapolis,Hard,F,27,109,(3) Tursunov d. Frank Dancevic [CAN],6-4 7-5,1.83,5.6%,3.7%,48.1%,100.0%,64.3%,0/0,1:17
25-Sep-2006,Mumbai,Hard,F,22,13,(4) Tursunov d. (3) Tomas Berdych [CZE],6-3 4-6 7-6(5),0.99,8.8%,10.8%,52.0%,71.7%,44.9%,4/9,2:45
24-Jul-2006,Los Angeles,Hard,F,33,21,(6) Tommy Haas [GER] d. (8) Tursunov,4-6 7-5 6-3,0.83,10.9%,4.3%,55.4%,78.4%,53.7%,5/7,2:04
13-Mar-2006,Sunrise CH,Hard,F,50,60,(2) Tursunov d. (5) Alberto Martin [ESP],6-3 6-1,,,,,,,,
