Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,487,72,,,,,,,,,,,,
2016,411,105,,,,,,,,,,,,
2015,,,,,,,,,,,258,267,,
2014,110,520,52,1794,53,1749,55,1731,46,1689,179,425,82,1611
2013,29,1244,36,1851,29,1805,55,1734,37,1732,139,520,80,1623
2012,122,464,70,1747,60,1711,107,1611,45,1689,206,320,,
2011,40,988,47,1819,46,1765,82,1665,27,1768,237,272,108,1580
2010,197,263,57,1795,49,1747,79,1674,28,1733,121,685,57,1666
2009,89,565,39,1830,38,1766,73,1700,20,1786,53,1300,43,1704
2008,22,1180,25,1891,19,1849,57,1742,22,1791,45,1146,56,1673
2007,34,853,40,1831,34,1784,63,1698,24,1766,61,900,47,1655
2006,22,1190,27,1876,18,1850,55,1721,23,1749,57,861,64,1625
2005,60,600,45,1809,59,1712,86,1645,44,1694,198,261,,
2004,80,491,68,1768,59,1725,101,1633,88,1577,144,347,87,1554
2003,98,392,57,1798,39,1776,136,1571,104,1552,375,113,,
2002,320,85,180,1575,156,1549,,,,,261,159,,
2001,174,213,280,1446,259,1418,296,1350,219,1385,747,34,,
2000,320,94,,,,,,,,,808,24,,
1999,636,27,,,,,,,,,728,35,,
1998,1256,2,,,,,,,,,1275,3,,
