Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,6,1,5,16.7%,2-13,13.3%,51-89,36.4%,0-3,0.0%,6,61.2%,12.9%,2.7%,3.6%,66.1%,63.6%,41.1%,56.0%,31.5%,44.1%,0.71,R32 (2x)
2016,8,1,7,12.5%,5-16,23.8%,90-124,42.1%,1-4,20.0%,8,71.2%,14.3%,5.0%,3.3%,61.3%,67.4%,48.3%,60.0%,32.1%,47.0%,0.80,R16 (Acapulco)
2014,33,14,19,42.4%,39-44,47.0%,408-411,49.8%,7-8,46.7%,30,78.6%,20.7%,6.8%,3.9%,61.1%,69.1%,50.9%,62.0%,35.1%,49.3%,0.92,SF (Sydney)
2013,54,31,23,57.4%,74-57,56.5%,682-637,51.7%,16-6,72.7%,51,80.8%,21.5%,9.3%,5.6%,57.2%,74.2%,49.0%,63.5%,36.5%,50.5%,1.00,SF (3x)
2012,14,3,11,21.4%,9-25,26.5%,150-194,43.6%,1-3,25.0%,14,77.8%,9.5%,7.7%,3.5%,59.9%,72.9%,46.8%,62.4%,31.0%,46.9%,0.82,QF (Tokyo)
2011,38,20,18,52.6%,51-47,52.0%,480-494,49.3%,13-9,59.1%,35,77.2%,18.7%,7.9%,4.9%,60.6%,69.8%,50.2%,62.1%,34.4%,48.6%,0.91,W (s Hertogenbosch)
2010,15,6,9,40.0%,18-23,43.9%,180-208,46.4%,1-3,25.0%,15,76.0%,16.3%,7.2%,3.0%,61.7%,68.3%,55.2%,63.3%,34.2%,48.9%,0.93,SF (St. Petersburg)
2009,31,14,17,45.2%,37-42,46.8%,395-391,50.3%,5-10,33.3%,30,78.1%,21.3%,7.8%,4.1%,57.6%,72.8%,49.5%,62.9%,36.4%,49.9%,0.98,W (Eastbourne)
2008,56,34,22,60.7%,78-60,56.5%,704-662,51.5%,14-12,53.8%,53,84.1%,18.5%,10.0%,4.0%,57.7%,75.0%,52.7%,65.6%,35.4%,50.6%,1.03,W (2x)
2007,54,30,24,55.6%,75-68,52.4%,716-685,51.1%,12-7,63.2%,51,81.3%,20.2%,9.9%,4.8%,56.6%,74.5%,53.1%,65.2%,36.3%,50.8%,1.04,W (2x)
2006,77,46,31,59.7%,119-92,56.4%,1092-1021,51.7%,23-14,62.2%,72,79.1%,23.7%,10.2%,4.5%,54.9%,74.1%,50.4%,63.4%,38.1%,50.9%,1.04,W (Mumbai)
2005,33,17,16,51.5%,49-41,54.4%,463-420,52.4%,8-7,53.3%,31,78.7%,25.4%,9.9%,6.2%,54.7%,76.5%,46.9%,63.1%,38.3%,51.0%,1.04,SF (Moscow)
2004,29,12,17,41.4%,33-47,41.3%,386-430,47.3%,7-7,50.0%,29,77.7%,16.5%,7.5%,5.4%,53.8%,69.2%,52.1%,61.3%,35.1%,48.6%,0.91,SF (Long Island)
2003,5,2,3,40.0%,7-11,38.9%,89-94,48.6%,1-2,33.3%,5,75.6%,22.2%,10.5%,5.0%,53.4%,72.0%,46.9%,60.3%,36.7%,48.7%,0.93,R32 (3x)
2001,4,3,1,75.0%,6-3,66.7%,46-42,52.3%,2-0,100.0%,4,83.7%,18.6%,9.9%,4.9%,57.8%,77.6%,51.4%,66.5%,35.3%,50.3%,1.06,QF (Memphis)
Career,457,234,223,51.2%,602-589,50.5%,5932-5902,50.1%,111-95,53.9%,434,79.2%,20.2%,8.9%,4.7%,57.3%,72.7%,50.5%,63.2%,36.0%,49.9%,0.98,
