Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2017 Stockton CH R16,W vs Smith,45% (9/20),38% (3/8),2/3,1/2,86% (6/7),0/0,0/0,100% (5/5),50% (2/4)
2017 Stockton CH R32,W vs Auger Aliassime,70% (7/10),100% (5/5),2/3,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 US Open R128,L vs Norrie,60% (6/10),20% (1/5),0/1,0/0,73% (8/11),1/3,0/1,63% (5/8),25% (2/8)
2017 Washington R32,L vs Muller,38% (3/8),- (0/0),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2017 Washington R64,W vs Krueger,72% (13/18),56% (5/9),2/2,1/1,63% (5/8),0/1,0/0,40% (2/5),33% (2/6)
2017 Hamburg R32,L vs Paire,67% (4/6),33% (1/3),0/0,0/0,38% (3/8),1/3,0/1,- (0/0),- (0/0)
2017 Wimbledon R128,L vs Fognini,63% (5/8),67% (2/3),0/0,0/0,56% (10/18),2/5,1/2,- (0/0),- (0/0)
2017 Australian Open R128,L vs Stepanek,69% (11/16),0% (0/4),0/0,0/0,63% (5/8),3/6,0/1,25% (1/4),0% (0/4)
2016 Canada R64,L vs Muller,54% (7/13),0% (0/1),0/0,0/0,67% (6/9),6/8,1/2,67% (4/6),17% (1/6)
2016 Wimbledon R128,L vs Sousa,54% (20/37),67% (6/9),2/5,0/0,65% (13/20),0/3,0/1,50% (2/4),0% (0/5)
2016 Roland Garros R128,L vs Bautista Agut,56% (5/9),100% (2/2),0/0,0/0,30% (3/10),1/4,0/1,- (0/0),- (0/0)
2016 Sarasota CH R32,L vs Novikov,58% (7/12),33% (1/3),0/0,0/0,50% (3/6),1/3,1/2,- (0/0),- (0/0)
2016 Houston R32,L vs Lacko,71% (5/7),33% (1/3),0/0,0/0,58% (7/12),2/4,1/2,- (0/0),- (0/0)
2016 Irving CH R16,L vs Bedene,65% (13/20),100% (3/3),1/2,0/0,77% (10/13),2/4,1/2,40% (2/5),20% (1/5)
2016 Irving CH R32,W vs Young,60% (9/15),50% (3/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Indian Wells R128,L vs Marchenko,60% (9/15),67% (2/3),0/1,0/0,73% (8/11),1/3,1/2,57% (4/7),29% (2/7)
2016 Acapulco R16,L vs Thiem,86% (12/14),50% (1/2),1/1,0/0,40% (2/5),1/3,1/2,67% (4/6),50% (3/6)
2016 Acapulco R32,W vs Groth,75% (12/16),29% (4/14),2/2,1/1,63% (5/8),0/1,0/0,- (0/0),- (0/0)
2015 Ortisei CH R32,L vs Neuchrist,65% (11/17),27% (3/11),1/1,0/0,44% (4/9),5/7,1/2,- (0/0),- (0/0)
2014 Wimbledon R128,L vs Istomin,44% (15/34),67% (2/3),1/1,0/0,72% (13/18),0/3,0/1,- (0/0),- (0/0)
2017 (8 matches),,60.4%,45.9%,66.7%,60.0%,60.0%,38.1%,16.7%,59.1%,27.3%
2016 (10 matches),,62.7%,50.0%,61.5%,100.0%,60.6%,42.4%,42.9%,57.1%,24.1%
2015 (1 matches),,64.7%,27.3%,100.0%,-,44.4%,71.4%,50.0%,-,-
2014 (30 matches),,61.7%,48.9%,66.1%,63.6%,64.5%,43.5%,44.8%,59.2%,35.4%
2013 (48 matches),,62.1%,40.0%,51.9%,59.2%,66.2%,40.9%,29.6%,66.9%,42.9%
Career (137 matches),,63.2%,41.0%,58.0%,62.7%,64.0%,42.5%,35.8%,65.4%,35.8%
