Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2017 Stockton CH R16,W vs Smith,45% (5/11),60% (3/5),1/1,50% (5/10),80% (4/5),2/2,0/0,0/0,0/0,0/0
2017 Stockton CH R32,W vs Auger Aliassime,63% (5/8),100% (5/5),0/1,38% (3/8),67% (2/3),4/5,2/2,0/0,1/1,0/0
2017 US Open R128,L vs Norrie,30% (3/10),33% (1/3),0/3,56% (5/9),40% (2/5),0/1,0/0,0/0,0/0,0/0
2017 Washington R32,L vs Muller,0% (0/8),- (0/0),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,1/1
2017 Washington R64,W vs Krueger,38% (6/16),83% (5/6),2/3,25% (4/16),25% (1/4),2/3,1/1,0/0,1/1,0/0
2017 Hamburg R32,L vs Paire,13% (1/8),100% (1/1),1/3,67% (6/9),17% (1/6),1/1,0/0,0/2,0/0,0/1
2017 Wimbledon R128,L vs Fognini,25% (3/12),67% (2/3),0/6,77% (10/13),20% (2/10),1/2,0/0,1/3,0/0,1/2
2017 Australian Open R128,L vs Stepanek,13% (2/15),0% (0/2),0/3,43% (6/14),50% (3/6),0/0,0/0,0/0,0/0,0/0
2016 Canada R64,L vs Muller,11% (1/9),0% (0/1),0/2,40% (4/10),25% (1/4),0/0,0/0,2/3,0/0,0/1
2016 Wimbledon R128,L vs Sousa,32% (8/25),75% (6/8),1/5,37% (10/27),30% (3/10),4/5,1/2,3/5,0/0,1/2
2016 Roland Garros R128,L vs Bautista Agut,15% (2/13),100% (2/2),2/6,67% (8/12),13% (1/8),0/2,0/0,1/2,0/0,0/0
2016 Sarasota CH R32,L vs Novikov,30% (3/10),33% (1/3),1/3,30% (3/10),0% (0/3),1/1,0/0,2/2,0/0,1/1
2016 Houston R32,L vs Lacko,22% (2/9),50% (1/2),0/3,60% (6/10),17% (1/6),1/1,0/0,2/4,0/0,2/3
2016 Irving CH R16,L vs Bedene,20% (3/15),100% (3/3),0/2,38% (6/16),50% (3/6),2/3,1/1,2/3,0/0,2/2
2016 Irving CH R32,W vs Young,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2016 Indian Wells R128,L vs Marchenko,25% (3/12),67% (2/3),1/3,42% (5/12),40% (2/5),2/2,0/1,0/0,0/0,0/0
2016 Acapulco R16,L vs Thiem,13% (2/16),50% (1/2),0/3,27% (4/15),25% (1/4),1/1,0/0,1/1,0/0,0/0
2016 Acapulco R32,W vs Groth,44% (7/16),57% (4/7),0/3,27% (4/15),25% (1/4),1/3,1/1,0/0,0/0,0/0
2015 Ortisei CH R32,L vs Neuchrist,38% (6/16),50% (3/6),0/5,38% (6/16),17% (1/6),0/2,0/0,1/1,0/0,0/0
2014 Wimbledon R128,L vs Istomin,16% (3/19),67% (2/3),1/4,45% (9/20),44% (4/9),2/2,1/1,1/2,0/0,0/1
2017 (8 matches),,28.4%,68.0%,16.7%,50.0%,34.9%,71.4%,100.0%,33.3%,100.0%,50.0%
2016 (10 matches),,25.6%,67.6%,16.7%,36.8%,26.0%,70.0%,66.7%,65.0%,100.0%,66.7%
2015 (1 matches),,37.5%,50.0%,0.0%,37.5%,16.7%,0.0%,-,100.0%,-,-
2014 (30 matches),,31.2%,71.4%,16.7%,34.9%,39.3%,80.3%,89.7%,73.7%,80.0%,60.0%
2013 (48 matches),,33.6%,63.6%,18.8%,33.1%,42.6%,81.1%,86.7%,80.0%,87.0%,84.2%
Career (137 matches),,31.2%,64.0%,16.8%,33.6%,37.6%,79.7%,85.1%,78.4%,89.6%,72.4%
