Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,295,155,140,52.5%,387-364,51.5%,3768-3690,50.5%,68-63,51.9%,281,80.0%,20.6%,9.3%,4.9%,56.2%,73.1%,51.2%,63.5%,36.3%,50.1%,0.99
Clay,74,29,45,39.2%,83-110,43.0%,862-963,47.2%,9-9,50.0%,72,72.0%,21.8%,6.8%,4.0%,58.4%,69.2%,46.1%,59.6%,36.9%,48.5%,0.91
Grass,67,37,30,55.2%,99-91,52.1%,998-973,50.6%,26-19,57.8%,65,82.3%,17.5%,8.9%,4.2%,59.9%,73.9%,52.1%,65.1%,34.2%,50.1%,0.98
Carpet,21,13,8,61.9%,33-24,57.9%,304-276,52.4%,8-4,66.7%,16,83.2%,18.6%,10.1%,5.1%,58.7%,77.1%,50.3%,66.0%,35.3%,50.7%,1.04
Grand Slams,85,38,47,44.7%,144-161,47.2%,1511-1537,49.6%,25-27,48.1%,84,79.5%,19.3%,8.4%,4.4%,58.1%,71.8%,50.9%,63.0%,35.5%,49.5%,0.96
Masters,80,30,50,37.5%,77-106,42.1%,835-945,46.9%,19-11,63.3%,78,74.5%,18.4%,7.9%,4.9%,56.2%,71.4%,48.4%,61.4%,35.6%,48.9%,0.92
Other Tours,277,156,121,56.3%,350-298,54.0%,3278-3135,51.1%,61-52,54.0%,272,80.4%,21.1%,9.4%,4.7%,57.3%,73.6%,50.9%,63.9%,36.3%,50.4%,1.01
Best of 5,95,45,50,47.4%,167-181,48.0%,1751-1764,49.8%,29-31,48.3%,84,79.5%,19.3%,8.4%,4.4%,58.1%,71.8%,50.9%,63.0%,35.5%,49.5%,0.96
Best of 3,362,189,173,52.2%,435-408,51.6%,4181-4138,50.3%,82-64,56.2%,350,79.1%,20.5%,9.0%,4.8%,57.0%,73.1%,50.3%,63.3%,36.2%,50.0%,0.99
Finals,9,7,2,77.8%,15-6,71.4%,117-98,54.4%,5-0,100.0%,9,87.9%,17.5%,10.2%,5.5%,56.8%,79.4%,54.4%,68.6%,33.4%,51.3%,1.06
Semi-finals,20,9,11,45.0%,21-24,46.7%,218-233,48.3%,6-1,85.7%,20,79.3%,14.8%,7.4%,4.4%,60.2%,71.2%,49.6%,62.6%,32.8%,48.2%,0.88
Quarter-finals,40,20,20,50.0%,46-51,47.4%,461-471,49.5%,6-7,46.2%,39,78.9%,19.4%,8.6%,4.2%,59.7%,71.7%,51.1%,63.4%,35.5%,49.6%,0.97
vs Righties,399,205,194,51.4%,531-512,50.9%,5196-5119,50.4%,88-82,51.8%,378,79.2%,20.8%,8.9%,4.7%,57.0%,72.8%,50.5%,63.2%,36.4%,50.0%,0.99
vs Lefties,58,29,29,50.0%,71-77,48.0%,736-783,48.5%,23-13,63.9%,56,79.4%,15.8%,8.7%,4.5%,59.5%,72.5%,50.2%,63.5%,33.3%,48.8%,0.91
vs Top 10,58,13,45,22.4%,42-101,29.4%,629-790,44.3%,6-15,28.6%,52,74.5%,14.2%,7.6%,4.3%,58.2%,70.4%,47.1%,60.7%,31.8%,47.0%,0.81
