Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,18,7,11,38.9%,11,1,10,9.1%,2003,2017,R32,15,0.91,7.3%,4.2%,56.8%,70.7%,49.6%,61.6%,35.0%,60.5%,39.8%
Roland Garros,13,Clay,23,10,13,43.5%,6,5,1,83.3%,2003,2016,R32,21,0.98,7.1%,3.5%,58.6%,70.7%,49.2%,61.8%,37.6%,62.6%,44.1%
Wimbledon,14,Grass,27,13,14,48.1%,24,14,10,58.3%,2003,2017,R16,26,0.97,9.5%,4.4%,60.0%,73.4%,53.0%,65.2%,33.7%,65.0%,36.0%
US Open,14,Hard,30,16,14,53.3%,13,6,7,46.2%,2001,2017,R32,25,0.97,9.0%,5.2%,55.9%,71.7%,51.2%,62.7%,36.4%,63.0%,36.5%
Olympics,2,,2,0,2,0.0%,1,1,0,100.0%,2008,2012,R64,2,0.70,8.4%,3.9%,60.4%,73.1%,52.5%,64.9%,24.7%,66.7%,0.0%
Davis Cup,8,,15,10,5,66.7%,11,6,5,54.5%,2005,2014,,0,,,,,,,,,,
Indian Wells Masters,9,Hard,15,6,9,40.0%,10,6,4,60.0%,2004,2016,R32,15,0.95,6.5%,5.4%,54.5%,71.0%,48.8%,60.9%,37.0%,66.7%,44.0%
Queen's Club,8,Grass,18,10,8,55.6%,11,4,7,36.4%,2004,2014,SF,18,0.97,8.6%,4.4%,58.6%,74.3%,47.7%,63.3%,35.8%,57.4%,42.7%
Washington,7,Hard,18,11,7,61.1%,10,3,7,30.0%,2004,2017,SF,18,0.98,9.6%,6.6%,54.8%,74.2%,48.0%,62.4%,37.1%,71.4%,38.3%
Tokyo,7,Hard,17,10,7,58.8%,7,3,4,42.9%,2005,2013,QF,17,1.06,12.3%,5.7%,58.4%,73.4%,53.7%,65.2%,37.0%,60.6%,42.9%
Miami Masters,7,Hard,17,10,7,58.8%,10,6,4,60.0%,2004,2014,R16,16,1.01,8.8%,4.7%,53.4%,73.3%,50.8%,62.8%,37.7%,58.8%,44.0%
St. Petersburg,7,Hard,15,8,7,53.3%,6,4,2,66.7%,2005,2013,SF,15,1.12,10.1%,5.5%,60.5%,75.7%,53.3%,66.9%,37.2%,61.4%,38.9%
