Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 Wimbledon R128,L vs Fognini,8,24,0.3,5.1%,15.3%,8,21,0.4,5.8%,15.2%,4.3%,1.4%,1.8,30.6%,17.2%
2017 Australian Open R128,L vs Stepanek,29,37,0.8,15.6%,19.9%,24,32,0.8,15.3%,20.4%,9.6%,5.1%,1.6,21.0%,13.4%
2016 Wimbledon R128,L vs Sousa,53,47,1.1,15.9%,14.1%,41,43,1.0,13.7%,14.4%,7.7%,4.3%,1.8,20.4%,11.4%
2016 Australian Open R128,L vs Wawrinka,13,23,0.6,8.7%,15.4%,11,21,0.5,8.4%,16.0%,6.9%,0.8%,1.8,24.8%,14.1%
2014 Wimbledon R128,L vs Istomin,34,31,1.1,13.4%,12.2%,23,25,0.9,10.5%,11.4%,6.8%,1.4%,2.4,26.0%,11.0%
2014 Roland Garros R32,L vs Federer,41,46,0.9,14.7%,16.5%,35,41,0.9,13.9%,16.3%,7.9%,5.2%,1.4,20.1%,14.0%
2014 Roland Garros R64,W vs Querrey,45,22,2.0,25.9%,12.6%,34,20,1.7,23.1%,13.6%,17.0%,4.8%,1.2,23.6%,19.0%
2014 Roland Garros R128,W vs Starace,50,15,3.3,30.3%,9.1%,44,12,3.7,30.1%,8.2%,21.2%,8.2%,1.1,10.9%,10.3%
2014 Australian Open R64,L vs Istomin,31,44,0.7,13.3%,18.9%,26,39,0.7,12.5%,18.8%,,,1.4,19.7%,14.6%
2013 US Open R32,L vs Gasquet,46,47,1.0,21.8%,22.3%,21,43,0.5,12.8%,26.2%,,,1.6,16.1%,10.0%
2013 Wimbledon R128,L vs Haas,29,13,2.2,15.0%,6.7%,24,9,2.7,14.6%,5.5%,,,3.5,23.3%,6.7%
2013 Munich R16,L vs Dolgopolov,22,24,0.9,13.9%,15.2%,14,18,0.8,10.9%,14.0%,3.9%,5.4%,1.3,22.8%,17.7%
2012 Roland Garros R64,L vs Benneteau,40,24,1.7,22.0%,13.2%,32,22,1.5,19.9%,13.7%,,,2.8,21.4%,7.7%
2011 Wimbledon R64,L vs Melzer,58,33,1.8,19.9%,11.3%,46,24,1.9,17.8%,9.3%,12.4%,5.0%,1.9,18.5%,9.6%
2011 Wimbledon R128,W vs Gulbis,36,16,2.3,13.1%,5.8%,26,10,2.6,11.3%,4.3%,8.3%,0.9%,2.1,23.3%,10.9%
Career (15 matches),,535,446,1.2,16.5%,13.8%,409,380,1.1,14.6%,13.5%,7.1%,2.9%,1.7,21.3%,12.2%
