Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2018,486,49,,,,,,,,,691,26,,
2018,486,49,,,,,,,,,691,26,,
2017,147,391,157,1548,153,1520,177,1401,139,1461,225,312,,
2016,119,498,165,1556,164,1505,189,1386,106,1544,1023,14,,
2015,191,265,173,1503,167,1467,176,1421,140,1467,314,174,,
2014,194,269,178,1552,169,1517,179,1456,158,1419,556,60,,
2013,352,125,276,1360,271,1321,,,,,555,75,,
2012,292,163,272,1341,275,1294,243,1333,,,664,43,,
2011,218,274,251,1402,256,1345,208,1410,,,397,143,,
2010,324,141,260,1400,263,1338,247,1352,,,452,98,,
2009,686,30,,,,,,,,,,,,
2008,615,22,,,,,,,,,,,,
2007,808,10,,,,,,,,,,,,
2006,1295,3,,,,,,,,,,,,
