Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2017 Roland Garros R128,L vs Kvitova,0.0%,-,1.9%,0.0%,5.9%,0.0%,0.0%,15.8%,60.0%,0.0%,-,-11,-10
2017 ITF Midland R16,W vs Maleckova,0.0%,-,14.2%,75.0%,18.7%,17.4%,100.0%,7.4%,20.0%,0.0%,-,12,23
2016 ITF Dothan R32,L vs Muhammad,0.0%,-,10.3%,58.3%,2.4%,8.7%,0.0%,7.3%,33.3%,0.5%,100.0%,67,94
Career (3 matches),,0.0%,-,8.9%,63.3%,9.3%,11.3%,16.7%,9.5%,36.4%,0.2%,100.0%,28,40
