Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2017 Roland Garros R128,L vs Kvitova,23.1%,30.8%,40.5%,16.1%,29.0%,53.8%,35.3%,28.6%,-,38.9%,38.9%,9.1%,16.7%,41.7%,40.0%,68
2017 ITF Midland R16,W vs Maleckova,23.7%,28.8%,57.1%,24.4%,31.7%,48.4%,30.0%,47.6%,50.0%,26.7%,26.7%,81.8%,0.0%,18.2%,0.0%,97
2016 ITF Dothan R32,L vs Muhammad,16.9%,22.0%,36.8%,25.0%,33.3%,51.9%,45.0%,25.0%,20.0%,8.3%,8.3%,0.0%,66.7%,44.4%,100.0%,-69
Career (3 matches),,21.2%,27.1%,45.3%,22.2%,31.5%,51.2%,36.8%,35.3%,28.6%,26.7%,26.7%,30.3%,23.1%,34.4%,42.9%,104
