Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),1186,11,,,,,,,,,476,150,,
2025,1102,14,,,,,,,,,324,242
2024,1067,14,,,,,,,,,267,289
2022,723,34,,,,,,,,,,
2021,404,140,295,1270,291,1236,,,217,1291,,
2020,457,93,,,,,,,,,245,338
2019,463,87,,,,,,,,,231,328
2018,487,49,,,,,,,,,193,355
2017,351,123,229,1298,230,1272,214,1172,190,1337,234,302
2016,162,345,158,1565,170,1477,194,1350,132,1510,160,430
2015,342,111,,,,,,,,,259,242
2014,318,112,265,1343,253,1333,,,182,1267,344,136
2013,217,289,221,1476,215,1450,251,1330,200,1364,236,281
2012,266,197,262,1382,252,1360,,,217,1289,343,156
2011,316,158,,,,,,,,,561,71
2010,349,124,,,,,,,,,364,152
2009,619,39,,,,,,,,,,
2008,650,20,,,,,,,,,,
2007,823,10,,,,,,,,,,
