Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,5,1,4,20.0%,3-8,27.3%,39-58,40.2%,0-0,-,4,40.5%,27.5%,1.9%,12.4%,52.3%,55.4%,36.2%,46.2%,42.2%,44.2%,0.78,R16 (W35 Bethany Beach)
2024,7,1,6,14.3%,2-9,18.2%,40-66,37.7%,1-2,33.3%,0,,,,,,,,,,,,R16 (W75 Evansville IN)
2022,5,0,5,0.0%,0-8,0.0%,22-50,30.6%,0-2,0.0%,0,,,,,,,,,,,,R32 (5x)
2021,4,2,2,50.0%,5-5,50.0%,42-38,52.5%,0-0,-,0,,,,,,,,,,,,QF (W60 Las Vegas NV)
2020,4,2,2,50.0%,4-3,57.1%,31-33,48.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2019,19,7,12,36.8%,21-25,45.7%,200-220,47.6%,2-3,40.0%,0,,,,,,,,,,,,SF (W25 Sunderland)
2018,26,11,15,42.3%,30-31,49.2%,276-275,50.1%,2-3,40.0%,0,,,,,,,,,,,,W (Sharm El Sheikh $15K)
2017,28,11,17,39.3%,28-38,42.4%,290-321,47.5%,2-4,33.3%,0,,,,,,,,,,,,F (Hong Kong $25K)
2016,35,21,14,60.0%,47-31,60.3%,391-326,54.5%,2-4,33.3%,2,66.7%,44.4%,3.2%,10.7%,50.3%,63.8%,48.4%,56.1%,47.7%,51.6%,1.09,W (Antalya $10K)
2015,32,15,17,46.9%,36-36,50.0%,327-299,52.2%,2-4,33.3%,0,,,,,,,,,,,,SF (2x)
2014,42,21,21,50.0%,47-49,49.0%,466-429,52.1%,1-6,14.3%,0,,,,,,,,,,,,W (Glasgow 10K)
2013,57,39,18,68.4%,86-41,67.7%,658-513,56.2%,10-5,66.7%,0,,,,,,,,,,,,W (3x)
2012,33,17,16,51.5%,39-35,52.7%,345-349,49.7%,6-1,85.7%,0,,,,,,,,,,,,F (Kazan 50K)
2011,40,25,15,62.5%,54-36,60.0%,455-375,54.8%,5-6,45.5%,0,,,,,,,,,,,,W (Loughborough 10K)
2010,37,24,13,64.9%,51-33,60.7%,413-362,53.3%,7-2,77.8%,0,,,,,,,,,,,,W (Chiswick 10K)
2009,11,3,8,27.3%,7-16,30.4%,81-112,42.0%,0-2,0.0%,0,,,,,,,,,,,,QF (Gimcheon 25K)
2008,21,16,5,76.2%,33-16,67.3%,259-203,56.1%,5-3,62.5%,0,,,,,,,,,,,,W (Frinton 10K)
2007,13,6,7,46.2%,15-18,45.5%,144-159,47.5%,3-3,50.0%,0,,,,,,,,,,,,QF (3x)
2006,5,2,3,40.0%,4-7,36.4%,51-65,44.0%,2-0,100.0%,0,,,,,,,,,,,,QF (Caracas 10K)
Career,424,224,200,52.8%,512-445,53.5%,4530-4253,51.6%,51-50,50.5%,6,51.6%,34.3%,2.4%,11.7%,51.4%,58.8%,41.4%,50.3%,44.6%,47.3%,0.90,
