Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2017 ITF Altenkirchen R32,W vs Carreras,4.5,4.6,4.5,41.2%,61.8%,54.5%,91.7%,64.9%,32.1%,27.5,19.4,-3.0,-5.8
2016 Nottingham QF,L vs Zheng,4.0,3.3,4.6,45.2%,30.4%,50.0%,62.5%,53.7%,46.3%,0.5,0.5,-5.5,-11.0
Career (2 matches),,4.3,3.9,4.6,43.4%,49.1%,51.7%,80.0%,59.5%,39.9%,14.0,11.3,-4.3,-8.3
