Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
19-May-2025,W50 Pelham,Clay,R32,970,394,Melisa Ercan [TUR] d. Moore,4-6 6-2 6-4,0.85,2.1%,9.4%,59.4%,61.4%,28.2%,6/13,2:29
12-May-2025,W35 Bethany Beach,Clay,R16,990,396,Alana Smith [USA] d. Moore,6-3 6-4,0.75,2.9%,10.1%,53.6%,54.1%,40.6%,8/13,1:28
12-May-2025,W35 Bethany Beach,Clay,R32,990,,Moore d. Elvira Juravliova [MDA],6-4 6-2,,,,,,,,1:34
05-May-2025,W50 Indian Harbour Beach FL,Clay,R32,990,1356,Abigail Rencheli [MDA] d. Moore,6-2 6-1,0.58,2.9%,23.5%,35.3%,41.7%,31.8%,3/8,1:09
14-Apr-2025,W50 Zephyrhills FL,Clay,R32,1012,254,Mei Yamaguchi [JPN] d. Moore,6-3 6-2,0.85,0.0%,13.4%,49.3%,51.5%,44.1%,7/12,1:46
25-Mar-2025,Antalya 125 2,Clay,Q1,1026,,(WC) Vlada Guryleva [RUS] d. (ALT) Moore,6-7(8) 6-2 6-4,0.87,0.0%,10.0%,49.0%,49.0%,43.1%,4/13,2:34
24-Feb-2025,Austin,Hard,Q1,1037,132,(8) Anastasia Zakharova [RUS] d. Moore,6-2 6-0,0.60,3.4%,13.8%,51.7%,43.3%,32.1%,4/11,1:05
06-Jan-2025,Hobart,Hard,Q1,1069,97,(8) Anna Bondar [HUN] d. Moore,7-6(3) 6-4,0.88,1.3%,7.9%,64.5%,57.1%,33.3%,1/7,1:32
02-Dec-2024,W50 Tampa FL,Clay,R32,1094,512,Thaisa Grana Pedretti [BRA] d. Moore,6-3 6-1,,,,,,,,
04-Nov-2024,Midland 125,Hard,Q1,1121,282,(6) Haruka Kaji [JPN] d. Moore,6-0 6-2,0.53,0.0%,20.4%,32.7%,56.3%,27.3%,6/12,1:03
28-Oct-2024,W75+ H Toronto,Hard,R32,1146,267,(7) Robin Anderson [USA] d. Moore,7-6(5) 6-3,,,,,,,,
