Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Basel Q1,L vs Gojowczyk,1.06,0.87,74.6,5.7,6.7%,56.7%,7.1%,60.7%,23.2%,45.3%
2017 Orleans CH QF,L vs Benneteau,0.98,0.53,38.2,2.2,3.4%,48.3%,6.9%,51.7%,33.3%,20.0%
2017 Orleans CH R16,W vs Kukushkin,1.12,1.32,61.3,3.7,16.7%,55.6%,5.9%,64.7%,50.0%,43.2%
2017 Metz R32,L vs Laaksonen,0.99,0.63,46.0,2.4,2.9%,58.8%,3.4%,48.3%,20.7%,38.5%
2017 Kitzbuhel Q1,L vs Monteiro,0.94,0.54,37.9,2.2,5.7%,54.3%,6.3%,46.9%,19.2%,39.1%
2017 Bastad R32,L vs Olivo,0.75,0.33,25.7,2.0,3.4%,65.5%,0.0%,46.2%,16.7%,21.7%
2017 Bastad Q2,L vs Mayer,0.82,0.73,44.2,6.1,2.2%,62.2%,0.0%,53.7%,34.1%,41.7%
2017 Braunschweig CH R32,L vs Gombos,0.75,0.41,27.6,2.0,4.5%,45.5%,4.8%,33.3%,35.7%,30.8%
2017 Roland Garros R128,L vs Goffin,0.98,0.46,22.1,2.1,0.0%,36.4%,2.4%,65.9%,18.4%,28.6%
2017 Sophia Antipolis CH R16,L vs Fucsovics,0.74,0.80,56.6,2.5,7.7%,71.8%,0.0%,55.6%,45.7%,31.8%
2017 Sophia Antipolis CH R32,W vs Djere,1.14,1.52,47.9,3.3,2.9%,57.1%,10.3%,69.0%,53.6%,46.2%
2017 Wroclaw CH SF,L vs Melzer,0.88,0.65,43.8,2.7,16.1%,71.0%,3.6%,57.1%,31.4%,21.2%
2017 Marseille R32,L vs Bedene,0.96,0.57,44.4,4.1,6.8%,61.4%,5.0%,65.0%,10.8%,37.0%
2017 Montpellier R16,L vs Chardy,0.97,0.76,55.9,4.6,6.7%,62.2%,0.0%,57.5%,26.2%,36.6%
2017 Rennes CH R32,W vs Tsitsipas,1.17,1.38,53.3,2.1,2.4%,69.0%,0.0%,75.0%,38.1%,28.2%
2017 Australian Open R128,L vs Seppi,0.91,0.83,40.8,2.2,7.7%,67.9%,8.6%,68.6%,30.1%,27.6%
2017 Doha R32,L vs Melzer,0.92,0.75,49.6,5.0,7.8%,56.9%,6.8%,52.3%,40.4%,33.3%
2016 Paris R64,L vs Baghdatis,1.01,0.71,52.4,2.1,5.3%,47.4%,2.7%,56.8%,27.6%,40.7%
2016 Antwerp R32,L vs Haase,0.82,0.61,42.0,2.6,0.0%,66.7%,3.6%,50.0%,33.3%,27.6%
2016 Orleans CH R16,L vs Chiudinelli,0.87,0.59,45.4,2.2,4.0%,60.0%,0.0%,43.5%,27.6%,38.5%
2017 (17 matches),,0.95,0.76,46.9,2.8,6.2%,59.5%,4.4%,58.7%,31.5%,33.8%
2016 (37 matches),,1.04,0.93,56.2,3.0,5.8%,61.1%,4.9%,59.4%,34.8%,36.2%
2015 (20 matches),,1.04,0.94,48.6,2.6,7.1%,60.4%,5.9%,60.6%,35.5%,36.3%
2014 (26 matches),,0.98,0.85,45.6,2.5,4.0%,62.2%,2.4%,59.8%,34.5%,32.9%
2013 (33 matches),,0.99,0.89,56.0,2.7,5.4%,63.3%,5.2%,61.4%,31.4%,36.5%
Career (170 matches),,1.00,0.91,52.7,2.8,4.8%,62.6%,4.1%,61.3%,34.3%,35.3%
