Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2016 Quimper CH QF,W vs Sijsling,29.7%,40.5%,46.2%,38.6%,41.7%,54.2%,57.1%,55.4%,63.6%,61.5%,50.0%,7.7%,15.4%,33.3%,-79
2016 Montpellier F,L vs Gasquet,19.1%,22.1%,44.4%,24.3%,28.9%,31.6%,51.9%,38.2%,66.7%,40.0%,20.0%,6.9%,10.3%,37.0%,-45
2015 Mouilleron CH R16,W vs Hemery,47.5%,55.9%,50.0%,52.9%,55.8%,65.1%,57.9%,63.3%,44.4%,56.0%,100.0%,26.7%,33.3%,36.4%,16
2015 Metz R32,L vs Klizan,32.6%,45.7%,50.0%,39.0%,41.4%,53.4%,47.1%,51.6%,60.0%,46.4%,0.0%,20.0%,36.7%,54.2%,76
2015 Kitzbuhel F,L vs Kohlschreiber,27.4%,41.1%,50.0%,36.3%,30.8%,48.7%,63.0%,47.4%,82.6%,87.5%,50.0%,27.6%,37.9%,33.3%,141
2015 Roland Garros R128,L vs Nishikori,20.2%,33.3%,38.2%,27.6%,20.4%,42.9%,48.7%,35.3%,64.3%,52.4%,33.3%,21.3%,25.5%,27.0%,12
2015 Rotterdam R32,L vs Dimitrov,25.8%,34.4%,54.7%,32.0%,36.0%,52.0%,56.3%,47.6%,34.6%,58.3%,0.0%,22.2%,22.2%,52.4%,72
2014 Madrid R32,L vs Cilic,27.4%,37.0%,54.2%,32.5%,31.7%,43.9%,50.0%,40.7%,21.1%,31.8%,0.0%,25.9%,33.3%,60.0%,-79
2013 Australian Open R128,L vs Djokovic,30.2%,40.7%,49.1%,38.5%,36.2%,48.3%,56.8%,48.4%,76.0%,63.6%,50.0%,21.7%,30.4%,33.3%,86
2009 Hamburg F,L vs Davydenko,16.1%,33.9%,40.0%,23.5%,15.6%,40.6%,48.1%,30.0%,75.0%,62.5%,66.7%,17.9%,28.6%,30.4%,22
2006 Roland Garros R64,L vs Nadal,9.5%,23.2%,49.7%,18.2%,12.1%,28.0%,52.1%,25.7%,82.7%,23.6%,23.5%,5.4%,16.1%,45.3%,-64
2005 Canada SF,L vs Nadal,27.4%,37.1%,48.8%,32.7%,44.8%,55.2%,37.5%,56.2%,53.3%,64.3%,100.0%,13.8%,24.1%,56.0%,15
2002 Davis Cup World Group F RR,L vs Youzhny,16.2%,24.3%,51.0%,22.1%,25.7%,40.0%,51.9%,37.1%,46.2%,58.1%,100.0%,8.3%,10.4%,50.0%,-30
2002 Davis Cup World Group F RR,L vs Safin,19.3%,29.8%,48.1%,23.8%,31.3%,45.3%,45.5%,39.2%,51.7%,74.3%,66.7%,5.1%,12.8%,51.4%,-66
Career (14 matches),,22.8%,33.7%,48.2%,29.5%,30.2%,44.4%,51.6%,41.9%,60.2%,52.7%,39.7%,15.2%,22.7%,43.7%,36
