Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2016 Quimper CH QF,W vs Sijsling,65.3%,65.6%,2.0%,1/0,1.92,11.5%,55.6%,53.3%,3.7%,2.14,21.4%,81.0%,76.5%,0.0%,1.67,0.0%
2016 Montpellier F,L vs Gasquet,74.6%,38.3%,1.6%,1/0,2.51,26.4%,70.0%,33.3%,0.0%,2.67,22.2%,86.7%,42.3%,3.3%,2.35,30.8%
2015 Mouilleron CH R16,W vs Hemery,59.6%,61.8%,1.8%,0/1,2.40,17.2%,59.5%,54.5%,0.0%,2.29,27.8%,80.0%,75.0%,6.7%,2.59,0.0%
2015 Metz R32,L vs Klizan,52.4%,47.7%,1.2%,1/0,2.39,13.2%,51.9%,44.4%,1.9%,2.63,20.7%,65.4%,52.9%,0.0%,2.04,4.2%
2015 Kitzbuhel F,L vs Kohlschreiber,74.2%,42.9%,4.5%,3/0,2.30,14.6%,62.5%,36.0%,7.5%,2.50,25.9%,92.3%,50.0%,0.0%,2.05,0.0%
2015 Roland Garros R128,L vs Nishikori,68.4%,40.7%,17.7%,9/5,2.11,5.3%,64.1%,32.0%,12.8%,2.04,10.3%,78.4%,48.3%,24.3%,2.19,0.0%
2015 Rotterdam R32,L vs Dimitrov,51.1%,53.2%,3.3%,1/2,1.87,50.9%,42.0%,38.1%,4.0%,1.89,59.4%,81.3%,65.4%,3.1%,1.84,38.1%
2014 Madrid R32,L vs Cilic,65.2%,44.4%,4.3%,3/0,2.38,2.1%,51.4%,55.6%,2.9%,2.33,3.7%,90.0%,37.0%,6.7%,2.45,0.0%
2013 Australian Open R128,L vs Djokovic,50.6%,33.3%,5.2%,1/3,2.42,10.9%,47.9%,34.8%,4.2%,2.42,16.2%,59.3%,31.3%,7.4%,2.42,0.0%
2009 Hamburg F,L vs Davydenko,76.0%,44.7%,6.0%,0/3,2.09,8.0%,76.3%,51.7%,2.6%,2.19,14.8%,90.0%,22.2%,20.0%,1.98,0.0%
2006 Roland Garros R64,L vs Nadal,86.8%,45.5%,0.0%,0/0,2.34,4.8%,83.0%,47.9%,0.0%,2.45,7.4%,97.5%,41.0%,0.0%,2.13,0.0%
2005 Canada SF,L vs Nadal,71.8%,39.2%,0.0%,0/0,1.74,24.4%,76.6%,33.3%,0.0%,1.81,56.3%,75.0%,53.3%,0.0%,1.70,4.0%
2002 Davis Cup World Group F RR,L vs Youzhny,63.0%,48.8%,3.1%,1/3,2.43,25.0%,72.2%,40.4%,1.4%,2.52,46.2%,80.0%,64.3%,8.6%,2.32,0.0%
2002 Davis Cup World Group F RR,L vs Safin,53.4%,51.6%,6.9%,2/6,2.35,3.7%,47.8%,53.1%,1.5%,2.25,6.8%,78.9%,50.0%,18.4%,2.46,0.0%
Career (14 matches),,65.0%,46.5%,4.1%,50.0%,2.27,14.3%,62.5%,43.4%,2.7%,2.34,21.5%,81.4%,50.5%,7.2%,2.17,4.8%
