Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,275,127,148,46.2%,329-356,48.0%,3348-3420,49.5%,73-63,53.7%,270,79.3%,19.0%,7.2%,4.4%,54.4%,73.0%,51.8%,63.4%,35.3%,49.6%,0.96
Clay,222,108,114,48.6%,281-276,50.4%,2697-2611,50.8%,35-40,46.7%,208,74.3%,27.1%,4.2%,3.6%,56.0%,68.5%,50.8%,60.7%,39.9%,50.4%,1.01
Grass,54,22,32,40.7%,70-81,46.4%,757-766,49.7%,15-19,44.1%,53,83.1%,15.7%,7.9%,3.9%,55.4%,75.6%,52.3%,65.2%,33.8%,49.6%,0.97
Carpet,33,19,14,57.6%,37-38,49.3%,383-376,50.5%,6-8,42.9%,33,82.8%,18.4%,8.5%,3.0%,52.1%,76.0%,54.2%,65.6%,34.2%,50.3%,1.00
Grand Slams,95,44,51,46.3%,165-176,48.4%,1678-1688,49.9%,29-32,47.5%,94,77.9%,21.2%,6.4%,4.0%,55.8%,71.4%,51.9%,62.8%,36.7%,49.8%,0.99
Masters,113,45,68,39.8%,111-154,41.9%,1238-1332,48.2%,21-20,51.2%,113,75.1%,20.5%,5.7%,4.1%,55.1%,70.8%,49.8%,61.4%,35.7%,49.0%,0.92
Other Tours,364,183,181,50.3%,424-394,51.8%,4076-3932,50.9%,78-75,51.0%,357,79.2%,21.9%,6.4%,3.9%,54.6%,72.3%,52.1%,63.1%,37.1%,50.3%,1.01
Best of 5,106,48,58,45.3%,182-201,47.5%,1863-1897,49.5%,30-35,46.2%,94,77.9%,21.2%,6.4%,4.0%,55.8%,71.4%,51.9%,62.8%,36.7%,49.8%,0.99
Best of 3,478,228,250,47.7%,535-550,49.3%,5322-5276,50.2%,99-95,51.0%,470,78.2%,21.6%,6.2%,3.9%,54.7%,71.9%,51.5%,62.7%,36.7%,50.0%,0.99
Finals,10,4,6,40.0%,11-15,42.3%,129-117,52.4%,0-4,0.0%,10,74.4%,32.2%,6.2%,2.5%,51.6%,70.9%,50.5%,61.1%,41.2%,51.2%,1.06
Semi-finals,23,10,13,43.5%,24-25,49.0%,269-271,49.8%,8-11,42.1%,23,83.0%,16.5%,7.3%,3.1%,54.0%,74.0%,52.9%,64.3%,33.9%,49.5%,0.95
Quarter-finals,46,23,23,50.0%,53-54,49.5%,522-516,50.3%,9-7,56.3%,46,80.0%,19.7%,6.9%,3.7%,54.9%,71.9%,52.3%,63.1%,35.7%,49.6%,0.97
vs Righties,498,238,260,47.8%,611-642,48.8%,6134-6118,50.1%,110-115,48.9%,479,78.2%,21.6%,6.3%,3.9%,54.8%,71.9%,51.8%,62.8%,36.7%,50.0%,0.99
vs Lefties,86,38,48,44.2%,106-109,49.3%,1051-1055,49.9%,19-15,55.9%,85,77.8%,21.0%,6.0%,4.3%,55.8%,71.3%,50.6%,62.2%,37.0%,49.8%,0.98
vs Top 10,69,10,59,14.5%,37-138,21.1%,710-997,41.6%,6-13,31.6%,63,67.8%,13.9%,4.5%,4.4%,52.3%,67.1%,47.5%,57.7%,32.0%,45.6%,0.76
