Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 Roland Garros R128,L vs Goffin,18,36,0.5,11.4%,22.8%,17,33,0.5,12.1%,23.6%,6.4%,5.7%,3.7,23.4%,6.3%
2017 Australian Open R128,L vs Seppi,59,67,0.9,19.2%,21.8%,43,59,0.7,17.8%,24.4%,10.3%,6.6%,1.2,20.8%,17.3%
2016 US Open R64,L vs Mahut,33,34,1.0,19.4%,20.0%,28,27,1.0,19.9%,19.1%,11.3%,7.1%,1.8,24.1%,13.5%
2016 Wimbledon R128,L vs Zverev,30,40,0.8,17.5%,23.4%,27,32,0.8,19.6%,23.2%,10.9%,6.5%,1.7,17.0%,9.9%
2016 Roland Garros R64,L vs Bautista Agut,34,40,0.9,17.5%,20.6%,32,35,0.9,17.8%,19.4%,10.0%,7.8%,1.3,22.7%,17.0%
2016 Roland Garros R128,W vs Giraldo,32,39,0.8,9.1%,11.1%,26,30,0.9,8.2%,9.5%,3.8%,4.1%,2.0,21.0%,10.5%
2016 Quimper CH QF,W vs Sijsling,17,15,1.1,19.8%,17.4%,12,15,0.8,15.8%,19.7%,10.5%,5.3%,0.9,11.6%,12.8%
2016 Montpellier F,L vs Gasquet,25,27,0.9,19.1%,20.6%,21,26,0.8,17.4%,21.5%,9.9%,7.4%,1.8,18.3%,9.9%
2016 Australian Open R128,L vs Garcia Lopez,31,37,0.8,15.8%,18.9%,20,29,0.7,12.3%,17.9%,9.3%,3.1%,1.7,24.0%,13.8%
2015 Mouilleron Le Captif CH R16,W vs Hemery,25,8,3.1,21.6%,6.9%,19,7,2.7,19.4%,7.1%,11.2%,3.1%,0.9,23.3%,25.0%
2015 Metz R32,L vs Klizan,36,30,1.2,20.5%,17.0%,26,26,1.0,18.3%,18.3%,10.6%,6.3%,1.4,21.0%,15.3%
2015 US Open R128,L vs Nishioka,52,68,0.8,18.5%,24.2%,34,60,0.6,14.1%,24.9%,10.8%,3.3%,1.4,17.4%,12.8%
2015 Kitzbuhel F,L vs Kohlschreiber,22,26,0.8,15.8%,18.7%,20,21,1.0,16.0%,16.8%,12.8%,3.2%,2.1,20.9%,10.1%
2015 Roland Garros R128,L vs Nishikori,19,39,0.5,10.7%,21.9%,17,36,0.5,10.4%,22.1%,3.7%,6.7%,1.1,19.1%,16.9%
2015 Rotterdam R32,L vs Dimitrov,25,26,1.0,17.2%,17.9%,22,23,1.0,17.7%,18.5%,8.1%,8.9%,1.1,22.1%,19.3%
2014 US Open R64,L vs Djokovic,16,31,0.5,11.9%,23.1%,14,22,0.6,12.7%,20.0%,5.5%,5.5%,2.1,24.6%,11.9%
2014 Wimbledon R128,L vs Cilic,34,37,0.9,14.3%,15.6%,29,33,0.9,14.6%,16.7%,9.6%,4.0%,2.0,25.7%,12.7%
2014 Roland Garros R128,L vs Thiem,17,27,0.6,9.7%,15.4%,15,23,0.7,9.4%,14.4%,6.9%,2.5%,1.2,18.3%,15.4%
2014 Madrid Masters R32,L vs Cilic,16,22,0.7,12.5%,17.2%,15,22,0.7,13.5%,19.8%,6.3%,6.3%,1.1,26.6%,24.2%
2013 US Open R128,L vs Haas,24,26,0.9,15.8%,17.1%,17,18,0.9,14.4%,15.3%,,,2.9,25.0%,8.6%
Career (33 matches),,1041,1165,0.9,15.6%,17.5%,866,1006,0.9,15.0%,17.4%,5.8%,3.4%,1.4,20.8%,15.0%
