Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,19,8,11,42.1%,12,8,4,66.7%,2002,2017,R16,18,0.96,7.8%,4.9%,57.0%,71.0%,50.9%,62.3%,36.3%,58.7%,34.8%
Roland Garros,15,Clay,35,20,15,57.1%,16,5,11,31.3%,2001,2017,R16,32,1.02,4.0%,3.3%,57.5%,68.3%,50.4%,60.7%,40.1%,60.0%,40.1%
Wimbledon,14,Grass,29,15,14,51.7%,20,9,11,45.0%,2002,2017,R16,23,0.97,7.3%,3.4%,55.9%,75.2%,52.0%,65.0%,33.8%,66.7%,37.0%
US Open,17,Hard,29,12,17,41.4%,19,10,9,52.6%,2000,2017,R32,23,0.96,8.0%,5.3%,52.2%,72.4%,53.9%,63.6%,35.0%,56.2%,41.5%
Olympics,1,,4,3,1,75.0%,1,1,0,100.0%,2008,2008,QF,4,1.14,6.5%,8.7%,47.5%,80.8%,53.6%,66.5%,38.1%,54.5%,56.3%
Davis Cup,5,,12,4,8,33.3%,4,1,3,25.0%,2002,2008,,0,,,,,,,,,,
Metz,13,Hard,28,15,13,53.6%,22,12,10,54.5%,2004,2017,F,28,1.03,9.0%,3.1%,56.7%,76.2%,55.1%,67.1%,34.0%,66.2%,33.7%
Paris Masters,11,Hard,18,7,11,38.9%,7,4,3,57.1%,2003,2017,R16,16,0.87,7.3%,4.3%,53.8%,74.8%,49.7%,63.2%,32.0%,64.8%,33.3%
Monte Carlo Masters,11,Clay,16,5,11,31.3%,3,0,3,0.0%,2003,2017,R32,16,0.97,3.1%,3.1%,58.1%,63.2%,49.5%,57.5%,41.2%,53.9%,49.5%
Gstaad,10,Clay,22,13,9,59.1%,13,5,8,38.5%,2002,2016,W,22,0.99,6.0%,3.5%,53.0%,74.4%,52.8%,64.3%,35.4%,73.7%,41.2%
Miami Masters,10,Hard,19,9,10,47.4%,9,3,6,33.3%,2003,2016,R16,19,0.94,4.4%,4.6%,56.6%,69.7%,48.7%,60.6%,36.9%,57.9%,46.3%
Cincinnati Masters,10,Hard,18,8,10,44.4%,6,3,3,50.0%,2003,2016,R16,18,0.94,7.7%,5.1%,56.2%,74.7%,47.3%,62.7%,35.1%,57.9%,41.6%
