Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Maddison Inglis [AUS],4,1,80.0%,1,1,0,100.0%,2023,2026,3,1.21,3.1%,6.2%,68.0%,68.0%,51.4%,62.7%,45.2%,65.0%,44.4%
4,Talia Gibson [AUS],3,1,75.0%,1,1,0,100.0%,2024,2026,3,1.00,7.3%,2.7%,65.3%,61.5%,55.3%,59.4%,40.6%,58.3%,43.5%
4,Belle Thompson [AUS],4,0,100.0%,0,0,0,-,2023,2025,1,1.25,0.0%,3.3%,62.3%,57.9%,56.5%,57.4%,53.3%,40.0%,37.5%
3,Lizette Cabrera [AUS],2,1,66.7%,0,0,0,-,2024,2025,1,1.10,1.3%,3.8%,63.3%,62.0%,51.7%,58.2%,46.2%,60.0%,38.5%
3,Gabriella Da Silva Fick [AUS],2,1,66.7%,0,0,0,-,2023,2024,0,,,,,,,,,,
2,Miho Kuramochi [JPN],2,0,100.0%,0,0,0,-,2025,2026,2,1.15,1.1%,7.1%,70.7%,63.1%,40.7%,56.5%,50.0%,57.1%,61.9%
2,Chengyiyi Yuan [CHN],2,0,100.0%,0,0,0,-,2025,2026,2,1.56,1.8%,3.6%,67.3%,66.2%,63.9%,65.5%,54.0%,77.8%,50.0%
2,Mei Yamaguchi [JPN],2,0,100.0%,0,0,0,-,2025,2025,2,1.33,1.8%,6.4%,55.0%,71.7%,53.1%,63.3%,48.8%,42.9%,81.8%
2,Himeno Sakatsume [JPN],2,0,100.0%,1,1,0,100.0%,2025,2025,2,1.03,0.0%,7.3%,60.0%,53.5%,47.0%,50.9%,50.7%,36.8%,75.0%
2,En Shuo Liang [TPE],2,0,100.0%,0,0,0,-,2025,2025,2,1.35,3.4%,6.9%,62.1%,64.8%,63.6%,64.4%,48.2%,57.1%,66.7%
2,Hayu Kinoshita [JPN],1,1,50.0%,0,0,0,-,2025,2025,2,1.05,0.0%,4.2%,67.5%,60.5%,51.3%,57.5%,44.4%,25.0%,50.0%
2,Priscilla Hon [AUS],0,2,0.0%,1,0,1,0.0%,2024,2025,2,0.96,1.2%,4.7%,70.9%,54.9%,46.0%,52.3%,45.7%,40.0%,34.6%
2,Kyoka Okamura [JPN],1,1,50.0%,0,0,0,-,2024,2024,0,,,,,,,,,,
2,Petra Hule [AUS],2,0,100.0%,0,0,0,-,2024,2024,0,,,,,,,,,,
2,Destanee Aiava [AUS],1,1,50.0%,0,0,0,-,2024,2024,0,,,,,,,,,,
