Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,9,2,81.8%,19-6,76.0%,139-100,58.2%,3-0,100.0%,11,72.3%,42.7%,3.1%,5.0%,63.8%,64.7%,48.4%,58.8%,46.0%,52.7%,1.12,W (W75 Brisbane)
2025,46,35,11,76.1%,75-34,68.8%,553-434,56.0%,4-1,80.0%,45,69.3%,41.5%,1.8%,5.2%,64.5%,63.8%,48.5%,58.4%,47.0%,52.7%,1.13,W (2x)
2024,27,18,9,66.7%,40-21,65.6%,320-248,56.3%,3-1,75.0%,1,55.6%,11.1%,4.0%,10.7%,60.0%,60.0%,36.7%,50.7%,35.9%,43.9%,0.73,W (W75 Sydney)
2023,15,8,7,53.3%,17-16,51.5%,153-152,50.2%,2-1,66.7%,0,,,,,,,,,,,,F (W15 Caloundra)
Career,99,70,29,70.7%,151-77,66.2%,1165-934,55.5%,12-3,80.0%,57,69.7%,41.3%,2.1%,5.2%,64.3%,63.9%,48.3%,58.3%,46.6%,52.6%,1.12,
