Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,17,5,12,29.4%,13-25,34.2%,159-190,45.6%,1-3,25.0%,17,58.0%,34.1%,3.6%,6.8%,59.4%,59.2%,44.5%,53.3%,42.8%,47.9%,0.91,SF (Lyon)
2022,25,10,15,40.0%,23-29,44.2%,242-258,48.4%,3-3,50.0%,23,62.8%,34.9%,3.3%,6.0%,60.4%,63.2%,42.8%,55.1%,44.5%,49.8%,0.99,SF (Hamburg)
2021,11,9,2,81.8%,18-6,75.0%,130-87,59.9%,1-0,100.0%,11,71.0%,48.6%,2.6%,5.6%,60.6%,66.6%,49.8%,60.0%,49.7%,54.6%,1.24,W (Gdynia)
2018,3,1,2,33.3%,2-4,33.3%,25-32,43.9%,1-0,100.0%,3,50.0%,35.7%,1.7%,9.4%,61.1%,60.0%,37.1%,51.1%,44.7%,47.8%,0.92,R16 (Bucharest)
2017,9,0,9,0.0%,3-18,14.3%,62-121,33.9%,0-1,0.0%,9,44.3%,22.6%,2.1%,9.5%,55.5%,62.4%,33.1%,49.4%,37.7%,43.5%,0.74,
2016,3,0,3,0.0%,1-6,14.3%,23-39,37.1%,1-1,50.0%,3,38.9%,36.8%,1.7%,6.5%,54.9%,56.5%,35.6%,47.1%,46.2%,46.7%,0.87,R32 (Istanbul)
2015,5,2,3,40.0%,6-7,46.2%,54-67,44.6%,2-0,100.0%,5,40.7%,46.7%,1.1%,11.5%,67.7%,56.4%,44.3%,52.5%,47.2%,49.8%,1.00,R16 (2x)
2014,7,1,6,14.3%,3-12,20.0%,59-77,43.4%,0-1,0.0%,7,-,-,1.5%,8.8%,58.4%,58.2%,40.6%,50.9%,44.4%,47.4%,0.90,R16 (Marrakech)
2013,4,1,3,25.0%,3-7,30.0%,39-56,41.1%,1-0,100.0%,4,-,-,1.4%,10.4%,54.8%,58.4%,42.0%,51.0%,41.0%,46.2%,0.84,R16 (Linz)
Career,84,29,55,34.5%,72-114,38.7%,793-927,46.1%,10-9,52.6%,82,57.3%,36.4%,2.6%,7.5%,59.4%,61.2%,42.0%,53.4%,44.1%,48.7%,0.95,
