Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 US Open R128,L vs Sabalenka,56.9%,51.5%,8.6%,3/2,2.84,2.6%,62.8%,44.4%,4.7%,2.70,4.3%,85.7%,83.3%,42.9%,3.07,0.0%
2023 Wimbledon R128,L vs Strycova,62.3%,44.7%,3.3%,0/2,2.39,47.1%,48.6%,41.2%,2.9%,2.55,71.4%,87.5%,47.6%,4.2%,2.11,7.7%
2023 Roland Garros R128,L vs Putintseva,76.7%,54.5%,0.0%,0/0,2.76,3.7%,76.2%,47.9%,0.0%,2.82,6.7%,85.7%,72.2%,0.0%,2.70,0.0%
2023 Madrid R128,W vs Kenin,83.3%,62.5%,6.3%,1/2,2.42,9.5%,84.2%,65.6%,5.3%,2.51,12.5%,100.0%,50.0%,12.5%,2.14,0.0%
2022 Indian Wells R128,L vs Kostyuk,76.2%,50.5%,10.8%,6/8,2.40,1.1%,79.0%,46.9%,1.2%,2.33,1.9%,85.4%,57.1%,31.7%,2.48,0.0%
2021 Gdynia F,W vs Kucova,77.9%,58.3%,2.6%,0/2,2.50,7.7%,78.4%,52.5%,0.0%,2.62,13.2%,87.0%,70.0%,8.7%,2.33,0.0%
2021 Strasbourg R16,L vs Andreescu,78.7%,40.5%,4.3%,2/0,2.30,6.9%,78.1%,40.0%,3.1%,2.34,11.8%,85.7%,41.7%,7.1%,2.23,0.0%
2017 ITF Zhuhai SF,L vs Allertova,76.6%,40.8%,9.4%,1/5,2.42,4.1%,78.4%,34.5%,13.5%,2.41,6.1%,87.0%,50.0%,4.3%,2.45,0.0%
2016 Limoges R32,W vs Gjorcheska,74.5%,80.0%,2.1%,1/0,2.73,19.6%,73.1%,63.2%,0.0%,2.89,34.6%,100.0%,100.0%,6.3%,2.53,0.0%
2016 ITF Joue Les Tours QF,W vs Jabeur,77.0%,56.7%,3.4%,0/3,2.28,18.2%,72.5%,51.4%,3.9%,2.28,26.9%,88.2%,63.3%,2.9%,2.27,5.6%
Last 52 Weeks (1 matches),,56.9%,51.5%,8.6%,60.0%,2.84,2.6%,62.8%,44.4%,4.7%,2.70,4.3%,85.7%,83.3%,42.9%,3.07,0.0%
Career (10 matches),,74.3%,53.6%,5.4%,36.8%,2.52,9.7%,74.0%,48.8%,3.1%,2.55,15.8%,88.2%,62.4%,11.4%,2.48,1.0%
