Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,5,8,38.5%,12-17,41.4%,127-140,47.6%,1-2,33.3%,12,64.7%,32.8%,3.6%,6.2%,61.8%,61.0%,47.6%,55.9%,42.6%,49.0%,0.97
Clay,8,3,5,37.5%,9-10,47.4%,89-83,51.7%,0-1,0.0%,8,60.7%,43.7%,3.5%,6.3%,57.9%,62.5%,46.7%,55.8%,48.0%,51.8%,1.09
Grass,2,0,2,0.0%,0-4,0.0%,11-25,30.6%,0-0,-,2,47.1%,15.8%,3.0%,13.1%,58.6%,65.5%,22.0%,47.5%,33.6%,40.0%,0.64
Grand Slams,6,1,5,16.7%,2-10,16.7%,48-70,40.7%,0-2,0.0%,6,63.2%,20.3%,4.1%,7.5%,60.6%,64.5%,38.2%,54.1%,37.7%,45.8%,0.82
Internationals,11,6,5,54.5%,14-11,56.0%,122-102,54.5%,1-1,50.0%,11,67.9%,41.6%,4.0%,6.4%,61.0%,64.5%,48.2%,58.2%,46.8%,52.3%,1.12
Semi-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,60.0%,27.3%,1.4%,2.7%,65.8%,58.3%,44.0%,53.4%,39.8%,45.8%,0.85
Quarter-finals,2,1,1,50.0%,3-3,50.0%,29-23,55.8%,0-0,-,2,61.5%,50.0%,3.3%,6.0%,59.0%,64.8%,41.3%,55.2%,51.6%,53.4%,1.15
vs Righties,20,6,14,30.0%,16-29,35.6%,189-221,46.1%,0-3,0.0%,19,57.8%,36.3%,3.2%,6.9%,60.4%,59.5%,43.7%,53.2%,44.0%,48.5%,0.94
vs Lefties,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,1,71.4%,20.0%,8.2%,8.2%,59.2%,70.7%,45.0%,60.2%,39.2%,49.5%,0.99
vs Top 10,3,0,3,0.0%,1-6,14.3%,27-39,40.9%,0-1,0.0%,3,53.1%,30.3%,3.8%,8.6%,60.0%,63.5%,31.0%,50.5%,42.4%,46.4%,0.86
