Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,19,9,10,47.4%,8,5,3,62.5%,2022,2023,R64,9,0.88,2.0%,7.4%,56.9%,65.3%,35.6%,52.5%,41.6%,48.9%,44.4%
Roland Garros,8,Clay,20,12,8,60.0%,5,2,3,40.0%,2013,2023,R128,9,1.01,3.2%,6.0%,61.0%,63.5%,39.5%,54.1%,46.2%,60.2%,55.7%
Wimbledon,9,Grass,11,2,9,18.2%,6,1,5,16.7%,2013,2023,R128,5,0.77,5.0%,6.7%,59.8%,63.4%,37.7%,53.1%,36.1%,47.2%,34.5%
US Open,9,Hard,16,7,9,43.8%,5,3,2,60.0%,2013,2023,R64,11,1.00,4.6%,9.6%,57.5%,68.8%,38.5%,55.9%,44.0%,43.6%,47.8%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2017,2017,,1,0.71,1.1%,10.5%,60.0%,59.6%,31.6%,48.4%,36.8%,61.1%,18.2%
Strasbourg,3,Clay,8,5,3,62.5%,2,1,1,50.0%,2021,2023,QF,8,1.11,2.6%,7.6%,61.6%,65.1%,44.0%,57.0%,47.9%,50.0%,50.0%
Saint Malo 125,2,Clay,6,4,2,66.7%,1,1,0,100.0%,2022,2023,SF,6,1.09,1.5%,6.5%,56.9%,58.0%,45.6%,52.6%,51.5%,43.8%,57.1%
Miami,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2023,R128,2,0.73,2.8%,2.8%,63.4%,48.9%,38.5%,45.1%,40.2%,20.0%,33.3%
Indian Wells,3,Hard,4,1,3,25.0%,3,1,2,33.3%,2014,2023,R128,4,0.98,1.8%,9.2%,52.9%,64.2%,39.7%,52.6%,46.3%,61.8%,41.8%
Dubai,3,Hard,7,4,3,57.1%,3,3,0,100.0%,2014,2023,R32,7,1.01,3.9%,6.7%,60.7%,61.4%,43.2%,54.2%,46.4%,52.5%,48.3%
Doha,4,Hard,7,3,4,42.9%,2,1,1,50.0%,2014,2023,R64,7,1.02,3.5%,7.3%,60.5%,60.9%,46.4%,55.2%,45.6%,52.8%,55.1%
