Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,25.0%,25.0%,1.9%,5.7%,69.8%,45.9%,25.0%,39.6%,37.3%,38.5%,0.62,R32 (Nurnberg)
2018,2,0,2,0.0%,0-4,0.0%,7-24,22.6%,0-0,-,2,33.3%,12.5%,0.9%,4.5%,57.7%,48.4%,40.4%,45.0%,34.3%,39.7%,0.62,
2017,2,0,2,0.0%,1-4,20.0%,15-27,35.7%,0-0,-,2,22.2%,37.5%,0.7%,3.5%,62.9%,58.9%,32.1%,49.0%,39.0%,44.1%,0.76,R32 (Bucharest)
2015,1,0,1,0.0%,0-2,0.0%,10-14,41.7%,0-0,-,1,41.7%,41.7%,0.0%,5.1%,66.7%,50.0%,50.0%,50.0%,42.6%,46.6%,0.85,R32 (Florianopolis)
Career,6,0,6,0.0%,1-12,7.7%,36-77,31.9%,0-0,-,6,31.8%,27.3%,0.8%,4.4%,63.1%,52.3%,37.3%,46.8%,38.0%,42.5%,0.71,
