Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,14,7,7,50.0%,13-15,46.4%,125-137,47.7%,3-1,75.0%,0,,,,,,,,,,,,SF (W60 Amstelveen)
2021,20,16,4,80.0%,34-9,79.1%,248-161,60.6%,3-2,60.0%,0,,,,,,,,,,,,W (3x)
2020,5,4,1,80.0%,9-3,75.0%,66-43,60.6%,1-1,50.0%,0,,,,,,,,,,,,F (W15 Liepaja)
2019,23,8,15,34.8%,20-34,37.0%,225-269,45.5%,1-3,25.0%,0,,,,,,,,,,,,QF (2x)
2018,42,30,12,71.4%,60-30,66.7%,473-387,55.0%,9-4,69.2%,0,,,,,,,,,,,,W (Toronto $60K)
2017,22,14,8,63.6%,29-21,58.0%,234-213,52.3%,1-0,100.0%,0,,,,,,,,,,,,W (Ystad $25K)
2016,54,38,16,70.4%,79-40,66.4%,590-461,56.1%,4-1,80.0%,0,,,,,,,,,,,,W (4x)
2015,40,19,21,47.5%,47-45,51.1%,426-423,50.2%,4-6,40.0%,0,,,,,,,,,,,,W (Zeeland 15K)
2014,60,45,15,75.0%,93-39,70.5%,696-470,59.7%,7-4,63.6%,0,,,,,,,,,,,,W (5x)
2013,20,12,8,60.0%,26-19,57.8%,210-194,52.0%,4-1,80.0%,0,,,,,,,,,,,,SF (Helsinki 10K)
2012,36,26,10,72.2%,54-22,71.1%,396-281,58.5%,2-1,66.7%,0,,,,,,,,,,,,W (3x)
2011,34,21,13,61.8%,43-28,60.6%,345-284,54.8%,0-2,0.0%,0,,,,,,,,,,,,W (Antalya 10K)
2010,20,9,11,45.0%,20-24,45.5%,188-215,46.7%,2-0,100.0%,0,,,,,,,,,,,,SF (Rotterdam 10K)
2009,7,4,3,57.1%,10-7,58.8%,86-71,54.8%,1-0,100.0%,0,,,,,,,,,,,,QF (Apeldoorn 10K)
2008,3,1,2,33.3%,3-4,42.9%,29-36,44.6%,1-0,100.0%,0,,,,,,,,,,,,R16 (Breda 10K)
Career,400,254,146,63.5%,540-340,61.4%,4337-3645,54.3%,43-26,62.3%,0,,,,,,,,,,,,
