Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,3,4,42.9%,7-10,41.2%,79-81,49.4%,1-1,50.0%,7,62.2%,38.6%,1.7%,4.6%,55.8%,59.3%,49.3%,54.9%,45.0%,50.1%,1.00,QF (W35 Buenos Aires)
2025,30,13,17,43.3%,34-41,45.3%,360-359,50.1%,2-7,22.2%,29,57.9%,41.9%,2.5%,5.0%,56.3%,59.9%,44.4%,53.1%,46.8%,49.9%,1.00,SF (W75 Vacaria)
2024,33,21,12,63.6%,46-30,60.5%,385-310,55.4%,2-1,66.7%,13,58.3%,43.0%,2.9%,6.4%,54.0%,60.4%,46.3%,53.9%,46.4%,50.0%,1.01,W (W100 Wiesbaden)
2023,65,43,22,66.2%,92-59,60.9%,770-645,54.4%,8-8,50.0%,12,63.6%,33.1%,2.6%,3.5%,55.6%,60.8%,48.6%,55.4%,42.9%,48.9%,0.96,W (2x)
2022,63,39,24,61.9%,84-62,57.5%,713-600,54.3%,3-10,23.1%,3,55.2%,35.5%,3.5%,3.5%,51.7%,59.6%,43.4%,51.7%,43.4%,47.2%,0.90,W (W25 Trieste)
2021,31,19,12,61.3%,40-30,57.1%,327-299,52.2%,3-0,100.0%,0,,,,,,,,,,,,W (2x)
2019,13,5,8,38.5%,13-18,41.9%,113-144,44.0%,0-1,0.0%,0,,,,,,,,,,,,SF (W15 Santiago)
2018,5,2,3,40.0%,5-6,45.5%,45-54,45.5%,0-0,-,0,,,,,,,,,,,,QF (Villa del Dique $15K)
2017,2,0,2,0.0%,1-4,20.0%,12-25,32.4%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,249,145,104,58.2%,322-260,55.3%,2804-2517,52.7%,19-28,40.4%,64,59.4%,39.9%,2.5%,4.9%,55.5%,60.0%,46.1%,53.8%,45.6%,49.7%,0.99,
