Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,9,4,5,44.4%,11-10,52.4%,101-106,48.8%,2-0,100.0%,9,68.0%,28.4%,5.2%,2.9%,62.1%,65.0%,45.4%,57.6%,39.9%,49.2%,0.94
Clay,26,17,9,65.4%,36-24,60.0%,282-231,55.0%,2-2,50.0%,21,60.8%,41.4%,2.8%,6.6%,55.8%,62.0%,45.7%,54.8%,46.6%,50.7%,1.03
Grass,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,14.3%,25.0%,5.8%,7.7%,51.9%,44.4%,28.0%,36.5%,42.1%,39.4%,0.66
Grand Slams,4,0,4,0.0%,2-8,20.0%,31-57,35.2%,0-0,-,4,51.2%,20.0%,5.2%,3.8%,57.0%,57.1%,40.7%,50.0%,35.9%,43.0%,0.72
Premiers,3,2,1,66.7%,5-2,71.4%,35-31,53.0%,1-0,100.0%,3,73.5%,29.0%,5.5%,2.1%,64.8%,66.0%,47.0%,59.3%,40.2%,50.7%,0.99
Internationals,16,9,7,56.3%,20-17,54.1%,174-160,52.1%,1-1,50.0%,16,64.5%,40.1%,3.3%,5.4%,57.1%,62.5%,47.4%,56.0%,45.9%,50.9%,1.04
Semi-finals,2,0,2,0.0%,1-4,20.0%,22-29,43.1%,0-1,0.0%,2,60.0%,28.0%,1.8%,5.3%,61.8%,60.0%,38.5%,51.8%,41.4%,46.4%,0.86
Quarter-finals,4,2,2,50.0%,5-6,45.5%,44-53,45.4%,1-0,100.0%,4,50.0%,39.6%,2.0%,9.4%,53.8%,65.2%,35.5%,51.5%,47.6%,49.5%,0.98
vs Righties,31,18,13,58.1%,41-32,56.2%,338-310,52.2%,4-2,66.7%,29,62.1%,38.7%,3.3%,5.6%,57.4%,62.8%,45.4%,55.4%,45.4%,50.5%,1.02
vs Lefties,3,1,2,33.3%,3-4,42.9%,30-34,46.9%,0-0,-,2,60.9%,16.7%,7.2%,5.0%,59.1%,60.7%,41.9%,53.0%,32.4%,44.0%,0.69
