,
"Match Charting Project Data:Stefanos TsitsipasThis page displays the wealth of data available on Stefanos Tsitsipas as gathered by the volunteer
    contributors to the Match Charting Project. It comprises shot-by-shot records of253 matches, including 160 on hard courts, 77 on clay, and 16
    on grass. Click the links to see much more data on serve, return,
    rally length, net play, and shot tendencies. Move your cursor over any percentage to see comparisons to tour average,
    as well as surface-specific data.Pages like this are available for each of thehundreds of playerswith at least two matches in the MCP dataset.
    Please help us continue to build this one-of-a-kind resource and trycharting a match yourselfOverview|Serve Statistics Overview|Key point outcomes|Point outcomes by rally lengthServe Breakdown|Return Breakdown|Net Points|Shot Types|Shot DirectionContributors to this page:js(x56),BG(x51),Ludo(x34),Edo(x28),Carrie(x17),Zindaras(x15),Edged(x11),Angel Moreno(x8),Isaac(x6),garibaldireds(x6),MaGav(x4),ojustino(x4),tsitsi(x4),stard54(x3),1HandBH(x2),ChapelHeel66(x2),Michal,sireland13.Find out how to chart matches yourself|Main Menu","This page displays the wealth of data available on Stefanos Tsitsipas as gathered by the volunteer
    contributors to the Match Charting Project. It comprises shot-by-shot records of253 matches, including 160 on hard courts, 77 on clay, and 16
    on grass. Click the links to see much more data on serve, return,
    rally length, net play, and shot tendencies. Move your cursor over any percentage to see comparisons to tour average,
    as well as surface-specific data.Pages like this are available for each of thehundreds of playerswith at least two matches in the MCP dataset.
    Please help us continue to build this one-of-a-kind resource and trycharting a match yourself"
"This page displays the wealth of data available on Stefanos Tsitsipas as gathered by the volunteer
    contributors to the Match Charting Project. It comprises shot-by-shot records of253 matches, including 160 on hard courts, 77 on clay, and 16
    on grass. Click the links to see much more data on serve, return,
    rally length, net play, and shot tendencies. Move your cursor over any percentage to see comparisons to tour average,
    as well as surface-specific data.Pages like this are available for each of thehundreds of playerswith at least two matches in the MCP dataset.
    Please help us continue to build this one-of-a-kind resource and trycharting a match yourself"
