Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),463,120,312,1422,,,263,1400,,,194,413,,
2025,352,175,318,1422,,,274,1400,,,226,368
2024,251,277,331,1399,352,1334,275,1386,245,1304,193,399
2023,183,410,212,1513,251,1402,173,1505,205,1371,,
2022,175,371,203,1510,237,1411,174,1480,177,1407,,
2021,138,573,190,1516,231,1395,166,1490,176,1402,,
2020,119,636,117,1613,152,1476,91,1598,,,106,850
2019,164,367,141,1629,213,1441,109,1610,141,1481,86,1091
2018,155,374,172,1561,223,1383,134,1546,155,1453,76,1107
2017,212,262,,,,,,,,,134,525
2016,245,203,,,,,,,,,156,442
2015,340,113,,,,,,,,,296,197
2014,437,66,,,,,,,,,275,188
2013,556,57,,,,,,,,,412,130
2012,928,13,,,,,,,,,527,75
2011,,,,,,,,,,,1166,8
