Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Roland Garros R128,L vs Putintseva,78.4%,42.5%,9.8%,3/2,2.22,10.3%,74.3%,26.9%,8.6%,2.29,3.1%,93.3%,71.4%,13.3%,1.91,42.9%
2022 Bogota R16,W vs Lamens,79.7%,51.1%,3.4%,0/2,2.66,0.0%,94.3%,42.4%,2.9%,2.61,0.0%,87.5%,71.4%,6.3%,2.84,0.0%
2021 Gdynia R32,W vs Di Sarra,88.2%,59.8%,4.3%,3/1,2.63,1.3%,89.4%,55.9%,1.5%,2.68,1.7%,95.8%,69.6%,12.5%,2.42,0.0%
2021 Bol SF,L vs Rus,74.5%,42.9%,2.1%,1/0,2.40,0.0%,77.8%,46.4%,0.0%,2.38,0.0%,100.0%,28.6%,14.3%,2.46,0.0%
2021 ITF Bonita Springs SF,W vs Fetecau,86.8%,65.2%,3.8%,1/1,2.47,0.0%,90.0%,69.4%,5.0%,2.41,0.0%,100.0%,50.0%,0.0%,2.85,0.0%
2021 Bogota R32,L vs Rus,71.8%,45.9%,3.5%,1/2,2.48,0.0%,83.7%,41.7%,0.0%,2.46,0.0%,92.6%,52.0%,11.1%,2.52,0.0%
2021 Guadalajara R32,L vs Bouzkova,68.8%,54.7%,6.5%,1/4,2.55,0.0%,73.6%,51.3%,5.7%,2.43,0.0%,70.0%,64.3%,10.0%,2.81,0.0%
2020 Roland Garros R32,L vs Kenin,82.6%,45.6%,7.2%,1/4,2.85,0.0%,88.2%,42.2%,5.9%,2.85,0.0%,85.7%,58.3%,14.3%,2.85,0.0%
2020 Roland Garros R128,W vs Vekic,82.5%,57.7%,3.2%,1/1,2.50,0.0%,88.9%,46.9%,5.6%,2.52,0.0%,83.3%,75.0%,0.0%,2.45,0.0%
2019 Jurmala QF,L vs Sevastova,78.8%,53.7%,5.9%,1/4,2.69,0.0%,76.0%,57.9%,2.0%,2.53,0.0%,90.6%,48.3%,12.5%,3.15,0.0%
2016 ITF Hodmezovasarhely SF,W vs Mrdeza,83.3%,80.0%,7.1%,2/1,2.51,0.0%,84.8%,78.6%,9.1%,2.51,0.0%,100.0%,85.7%,0.0%,2.57,0.0%
Career (11 matches),,79.4%,54.3%,5.1%,40.5%,2.55,0.8%,83.7%,51.2%,4.0%,2.52,0.4%,89.3%,61.1%,9.2%,2.65,2.1%
