Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Roland Garros R128,L vs Putintseva,5.9,6.3,5.6,32.6%,36.8%,50.0%,54.5%,51.9%,13.7%,-0.5,-0.5,-3.0,-3.0
2022 Bogota R16,W vs Lamens,6.6,7.4,5.7,60.8%,39.1%,65.2%,41.4%,59.5%,7.1%,-1.5,-0.7,3.0,2.3
2021 Gdynia R32,W vs Di Sarra,6.7,7.0,6.3,47.1%,41.5%,57.7%,55.1%,40.9%,14.2%,3.5,2.0,1.0,0.4
2021 Bol SF,L vs Rus,6.0,6.8,5.2,38.5%,31.3%,40.0%,37.5%,51.9%,14.9%,1.5,1.3,-4.0,-4.3
2021 ITF Bonita Springs SF,W vs Fetecau,6.7,6.9,6.5,56.7%,58.8%,69.6%,48.0%,50.0%,22.6%,-0.5,-0.4,6.0,4.8
2021 Bogota R32,L vs Rus,5.4,6.5,4.1,51.7%,56.4%,37.0%,37.8%,63.7%,8.8%,-3.5,-1.3,4.5,3.0
2021 Guadalajara R32,L vs Bouzkova,4.7,4.8,4.7,45.2%,41.0%,43.8%,52.2%,56.0%,13.3%,-1.0,-0.6,-0.5,-0.4
2020 Roland Garros R32,L vs Kenin,4.7,4.7,4.7,44.7%,41.5%,26.1%,50.0%,51.5%,25.0%,1.5,1.5,-1.5,-1.8
2020 Roland Garros R128,W vs Vekic,4.8,5.1,4.4,53.1%,60.0%,53.3%,50.0%,42.6%,22.2%,2.5,3.3,1.0,1.0
2019 Jurmala QF,L vs Sevastova,5.2,5.9,4.7,42.4%,37.2%,50.0%,60.9%,45.5%,17.5%,1.0,0.8,10.5,7.0
2016 ITF Hodmezovasarhely SF,W vs Mrdeza,9.3,9.4,9.2,56.7%,61.1%,83.3%,59.0%,48.3%,5.1%,12.5,7.2,3.5,1.9
Career (11 matches),,5.9,6.4,5.4,47.9%,46.8%,51.6%,49.8%,51.1%,14.4%,1.4,0.9,1.9,1.4
