Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,31,18,13,58.1%,40-34,54.1%,342-306,52.8%,4-0,100.0%,30,52.1%,56.9%,0.2%,3.4%,77.2%,52.5%,45.3%,50.9%,52.9%,51.9%,1.08,F (2x)
2024,48,23,25,47.9%,55-56,49.5%,503-487,50.8%,3-6,33.3%,8,46.1%,32.6%,0.3%,5.7%,69.3%,52.6%,41.1%,49.0%,42.7%,45.9%,0.84,F (2x)
2023,62,41,21,66.1%,86-55,61.0%,725-584,55.4%,5-6,45.5%,4,59.2%,44.7%,0.0%,3.2%,75.8%,56.7%,46.1%,54.1%,45.8%,49.9%,1.00,W (2x)
2022,33,16,17,48.5%,38-39,49.4%,327-351,48.2%,2-1,66.7%,14,51.5%,38.8%,0.4%,4.4%,72.6%,53.7%,44.1%,51.1%,45.1%,48.0%,0.92,SF (W100 Palm Harbor FL)
2021,31,20,11,64.5%,45-31,59.2%,365-333,52.3%,4-2,66.7%,13,54.5%,49.6%,0.5%,5.7%,72.6%,56.4%,39.2%,51.7%,50.5%,51.1%,1.05,F (W100 Bonita Springs FL)
2020,11,6,5,54.5%,13-12,52.0%,119-107,52.7%,0-1,0.0%,3,60.0%,60.9%,0.0%,2.6%,73.9%,56.6%,52.5%,55.6%,52.1%,53.9%,1.17,F (W80 Cagnes-sur-Mer)
2019,36,23,13,63.9%,48-30,61.5%,378-316,54.5%,1-2,33.3%,0,,,,,,,,,,,,F (W60 Szekesfehervar)
2018,27,15,12,55.6%,32-27,54.2%,304-279,52.1%,4-4,50.0%,0,,,,,,,,,,,,F (Indian Harbour Beach FL $60K)
2017,54,33,21,61.1%,70-46,60.3%,565-469,54.6%,4-5,44.4%,0,,,,,,,,,,,,W (2x)
2016,69,46,23,66.7%,99-56,63.9%,773-583,57.0%,3-7,30.0%,0,,,,,,,,,,,,W (2x)
2015,63,42,21,66.7%,89-50,64.0%,689-532,56.4%,8-3,72.7%,0,,,,,,,,,,,,W (2x)
2014,60,41,19,68.3%,86-47,64.7%,694-522,57.1%,3-8,27.3%,0,,,,,,,,,,,,W (Antalya 10K)
2013,38,25,13,65.8%,50-29,63.3%,398-306,56.5%,3-3,50.0%,0,,,,,,,,,,,,W (2x)
2012,14,7,7,50.0%,15-14,51.7%,124-130,48.8%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2011,3,0,3,0.0%,0-6,0.0%,22-37,37.3%,0-1,0.0%,0,,,,,,,,,,,,R32 (3x)
2010,2,1,1,50.0%,2-0,100.0%,12-8,60.0%,0-0,-,0,,,,,,,,,,,,R16 (Bucharest 10K)
Career,582,357,225,61.3%,768-532,59.1%,6340-5350,54.2%,45-49,47.9%,72,52.4%,48.4%,0.3%,4.3%,74.2%,53.9%,43.5%,51.2%,49.2%,50.2%,1.01,
