Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Francavilla Al Mare CH R32,L vs Brkic,40% (2/5),25% (1/4),0/0,0/0,44% (4/9),1/3,0/1,- (0/0),- (0/0)
2019 Barletta CH R16,L vs Safwat,88% (7/8),0% (0/2),0/0,0/0,40% (2/5),1/3,1/2,- (0/0),- (0/0)
2019 Barletta CH R32,W vs Yevseyev,50% (9/18),40% (8/20),2/3,1/1,63% (10/16),0/1,0/0,- (0/0),- (0/0)
2019 Bergamo CH QF,L vs Sinner,38% (3/8),67% (2/3),0/0,0/0,50% (5/10),4/6,0/1,- (0/0),- (0/0)
2019 Bergamo CH R16,W vs Benchetrit,100% (9/9),60% (3/5),2/3,1/1,50% (1/2),4/4,0/0,89% (8/9),22% (2/9)
2019 Bergamo CH R32,W vs Safiullin,70% (14/20),40% (2/5),2/7,1/3,67% (4/6),0/1,0/0,67% (4/6),60% (3/5)
2019 Cherbourg CH R16,L vs Otte,67% (6/9),50% (1/2),0/0,0/0,33% (2/6),0/2,0/1,20% (1/5),40% (2/5)
2019 Cherbourg CH R32,W vs Moroni,80% (8/10),40% (4/10),2/2,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2019 Cordoba Q2,L vs Cachin,83% (5/6),75% (3/4),0/0,0/0,55% (6/11),6/8,1/2,- (0/0),- (0/0)
2019 Cordoba Q1,W vs Collarini,65% (11/17),63% (5/8),2/3,1/2,25% (1/4),0/1,0/0,- (0/0),- (0/0)
2019 Punta Del Este CH QF,L vs Monteiro,57% (8/14),67% (2/3),0/0,0/0,56% (5/9),1/3,1/2,- (0/0),- (0/0)
2019 Punta Del Este CH R16,W vs Martin,100% (12/12),35% (6/17),2/2,1/1,25% (1/4),0/1,0/0,80% (4/5),0% (0/6)
2019 Punta Del Este CH R32,W vs Varillas,48% (15/31),33% (3/9),2/10,1/1,85% (11/13),4/5,2/2,59% (10/17),35% (6/17)
2018 Buenos Aires CH R32,W vs Bellucci,67% (12/18),50% (4/8),2/3,1/2,75% (9/12),2/3,0/0,- (0/0),- (0/0)
2018 Florence  CH R32,W vs Martin,80% (8/10),57% (4/7),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2018 Rome CH SF,L vs Pavlasek,65% (13/20),17% (1/6),1/1,0/0,67% (8/12),1/3,1/2,83% (5/6),40% (2/5)
2018 Rome CH R16,W vs Bemelmans,71% (10/14),60% (6/10),2/2,1/1,57% (4/7),0/1,0/0,- (0/0),- (0/0)
2018 Francavilla Al Mare CH F,W vs Ruud,78% (7/9),45% (5/11),2/7,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Francavilla Al Mare CH R16,W vs Vanni,50% (9/18),60% (3/5),2/3,1/1,86% (6/7),0/0,0/0,100% (4/4),60% (3/5)
2017 Gstaad Q1,L vs Souza,74% (14/19),67% (2/3),1/2,0/0,80% (8/10),2/4,2/3,67% (4/6),17% (1/6)
2019 (13 matches),,65.3%,43.5%,46.7%,70.0%,57.0%,55.3%,45.5%,64.3%,31.0%
2018 (6 matches),,66.3%,48.9%,61.1%,71.4%,70.0%,42.9%,50.0%,90.0%,50.0%
2017 (11 matches),,66.9%,38.3%,52.0%,50.0%,59.8%,41.7%,50.0%,62.9%,33.3%
2016 (10 matches),,60.5%,35.1%,80.0%,80.0%,51.4%,25.0%,25.0%,25.0%,0.0%
2015 (4 matches),,67.6%,55.0%,60.0%,100.0%,56.7%,57.1%,66.7%,-,-
Career (61 matches),,62.7%,41.8%,60.2%,67.5%,57.7%,47.7%,49.3%,59.8%,32.4%
