Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Francavilla Al Mare CH R32,L vs Brkic,0.91,0.60,40.3,2.8,0.0%,54.2%,0.0%,34.8%,33.3%,40.0%
2019 Barletta CH R16,L vs Safwat,0.84,0.56,42.1,2.3,0.0%,57.1%,0.0%,66.7%,31.0%,19.2%
2019 Barletta CH R32,W vs Yevseyev,1.06,1.13,90.2,10.4,1.8%,47.4%,1.8%,57.1%,59.6%,42.6%
2019 Bergamo CH QF,L vs Sinner,0.90,0.53,38.2,2.0,0.0%,37.0%,0.0%,48.0%,38.5%,29.2%
2019 Bergamo CH R16,W vs Benchetrit,1.03,1.74,60.3,3.7,25.0%,68.8%,13.8%,86.2%,30.0%,48.6%
2019 Bergamo CH R32,W vs Safiullin,1.06,1.14,75.1,4.6,5.6%,70.4%,3.9%,62.7%,29.6%,42.9%
2019 Cherbourg CH R16,L vs Otte,1.15,0.65,48.8,3.6,5.9%,55.9%,0.0%,43.8%,31.0%,25.0%
2019 Cherbourg CH R32,W vs Moroni,0.99,2.08,38.8,2.1,4.0%,72.0%,0.0%,81.8%,60.7%,36.0%
2019 Cordoba Q2,L vs Cachin,0.93,0.72,46.8,2.7,2.9%,44.1%,3.0%,54.5%,36.1%,43.3%
2019 Cordoba Q1,W vs Collarini,0.88,1.38,49.2,8.6,0.0%,76.9%,0.0%,61.8%,48.8%,45.2%
2019 Punta Del Este CH QF,L vs Monteiro,0.90,0.75,45.0,2.0,2.5%,52.5%,2.7%,59.5%,40.5%,32.4%
2019 Punta Del Este CH R16,W vs Martin,0.96,1.34,66.6,3.2,7.1%,73.8%,0.0%,67.6%,37.1%,44.1%
2019 Punta Del Este CH R32,W vs Varillas,1.03,1.12,77.5,10.8,4.0%,66.7%,5.6%,62.5%,32.8%,44.4%
2018 Buenos Aires CH R32,W vs Bellucci,1.16,1.21,62.3,2.8,1.9%,50.0%,16.7%,70.8%,41.7%,42.2%
2018 Florence  CH R32,W vs Martin,0.97,2.81,38.3,2.4,4.8%,81.0%,5.3%,84.2%,50.0%,52.2%
2018 Rome CH SF,L vs Pavlasek,0.89,0.90,79.3,5.1,12.1%,63.8%,3.6%,63.6%,32.3%,41.0%
2018 Rome CH R16,W vs Bemelmans,1.04,1.47,50.5,4.1,5.0%,65.0%,5.7%,68.6%,41.7%,53.1%
2018 Francavilla Al Mare CH F,W vs Ruud,1.06,2.32,32.8,2.1,10.0%,70.0%,0.0%,85.0%,48.4%,50.0%
2018 Francavilla Al Mare CH R16,W vs Vanni,1.12,1.44,50.9,2.4,15.8%,71.1%,8.6%,62.9%,41.2%,43.3%
2017 Gstaad Q1,L vs Souza,0.96,0.85,85.8,9.7,5.4%,67.9%,1.9%,63.5%,31.9%,28.6%
2019 (13 matches),,0.98,0.99,60.4,3.2,4.5%,60.7%,2.8%,60.6%,39.3%,39.8%
2018 (6 matches),,1.04,1.35,57.6,2.8,8.3%,64.2%,7.5%,69.8%,40.9%,45.7%
2017 (11 matches),,1.00,1.00,59.7,3.2,4.5%,60.8%,2.8%,59.9%,38.7%,40.2%
2016 (10 matches),,0.99,0.97,60.6,3.4,3.7%,58.5%,3.8%,60.9%,39.0%,40.6%
2015 (4 matches),,0.93,0.87,46.2,2.7,1.6%,55.3%,2.7%,59.5%,42.1%,38.1%
Career (61 matches),,1.00,0.98,57.7,3.0,3.7%,58.7%,3.0%,60.0%,39.7%,40.6%
