Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2022-06-27),1062,8,,,,,,,,,,,,
2020,408,95,,,,,,,,,,,,
2019,366,102,312,1414,324,1351,271,1397,,,,,,
2018,155,343,222,1498,284,1339,183,1494,,,509,32,,
2018,155,343,222,1498,284,1339,183,1494,,,509,32,,
2017,335,138,236,1483,274,1356,194,1477,214,1381,,,,
2016,291,168,301,1353,309,1250,274,1352,,,445,124,,
2015,383,113,313,1272,309,1213,296,1263,,,553,102,,
2014,424,96,,,,,,,,,797,46,,
2013,328,131,,,,,,,,,534,98,,
2012,561,49,,,,,,,,,,,,
2011,1794,1,,,,,,,,,,,,
