Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Bloomfield Hills CH R32,L vs Quinn,24.1%,27.8%,30.0%,27.0%,32.1%,39.3%,31.6%,37.9%,41.7%,56.3%,66.7%,16.0%,16.0%,28.6%,-21
Career (1 matches),,24.1%,27.8%,30.0%,27.0%,32.1%,39.3%,31.6%,37.9%,41.7%,56.3%,66.7%,16.0%,16.0%,28.6%,-21
