Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Bloomfield Hills CH R32,L vs Quinn,7,26,0.3,6.7%,25.0%,4,25,0.2,4.3%,26.9%,4.3%,0.0%,1.0,23.1%,22.1%
Career (1 matches),,7,26,0.3,6.7%,25.0%,4,25,0.2,4.3%,26.9%,4.3%,,1.0,23.1%,22.1%
