Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Horb SF,L vs Waltert,1.01,0.58,46.0,2.5,-,43.3%,-,46.7%,32.0%,31.6%
2019 W25 Horb QF,W vs Koelzer,1.18,1.23,61.1,2.5,-,54.2%,-,40.5%,56.4%,52.6%
2019 W25 Horb R16,W vs Popovic,1.01,1.16,60.1,7.6,-,55.6%,-,55.1%,41.4%,61.8%
2019 W25 Denain R32,L vs Andrianjafitrimo,0.88,0.81,42.6,2.0,-,45.5%,-,51.3%,47.6%,47.5%
2019 W15 Kaltenkirchen QF,L vs Kawaguchi,0.99,0.85,56.8,2.5,-,41.0%,-,36.8%,54.8%,50.0%
2019 W15 Barletta F,L vs Mandlik,0.91,0.55,33.8,2.0,-,28.6%,-,48.0%,39.1%,35.0%
2019 W15 Barletta QF,W vs Raggi,1.02,1.92,34.5,2.1,-,66.7%,-,73.9%,63.3%,48.3%
2019 W15 Barletta R16,W vs Kawaguchi,1.12,1.19,57.6,18.9,-,55.6%,-,41.9%,60.0%,48.9%
2019 W15 Tucepi R16,W vs Titova,1.12,1.17,79.0,4.1,0.0%,44.9%,0.0%,54.3%,47.1%,58.7%
2019 W25 Pelham AL R32,L vs Perez,0.90,0.66,41.9,2.2,0.0%,43.8%,3.3%,36.7%,39.3%,50.0%
2019 W25 Jackson MS R16,L vs Sanesi,0.90,0.27,29.3,2.0,-,31.8%,-,50.0%,22.2%,12.5%
2019 W15 Tabarka QF,L vs Stokke,1.09,0.83,67.0,3.4,0.0%,54.5%,0.0%,39.5%,44.4%,35.3%
2019 W15 Tabarka R16,W vs Vangelova,1.07,1.61,43.7,2.1,7.1%,42.9%,3.8%,61.5%,66.7%,78.3%
2019 W15 Amiens F,L vs Masarova,0.99,0.60,44.2,2.2,3.8%,38.5%,0.0%,50.0%,40.0%,28.0%
2019 W15 Amiens SF,W vs Halemai,0.99,1.14,65.4,2.3,0.0%,46.9%,0.0%,37.9%,64.1%,67.6%
2019 W15 Amiens QF,W vs Orange,1.11,1.12,81.2,3.6,3.0%,48.5%,0.0%,52.4%,49.2%,50.9%
2019 W15 Amiens R16,W vs Robbe,0.94,1.72,39.2,2.5,0.0%,62.5%,0.0%,73.9%,62.1%,55.2%
2019 W15 Amiens R32,W vs Dartron,1.22,2.24,34.0,2.1,4.2%,70.8%,0.0%,72.7%,51.6%,51.7%
2019 W15 Antalya QF,L vs Sanesi,1.02,0.87,66.8,10.8,1.8%,43.6%,1.9%,51.9%,48.1%,40.8%
2019 W15 Antalya R16,W vs Vismane,0.99,1.13,69.8,2.4,0.0%,50.0%,0.0%,61.0%,51.4%,50.0%
2019 (27 matches),,1.03,1.03,54.9,2.6,1.1%,49.3%,0.4%,50.9%,50.9%,49.3%
2017 (40 matches),,1.03,1.17,53.3,2.5,1.3%,52.5%,0.2%,55.6%,51.5%,52.6%
2016 (27 matches),,1.04,1.11,55.2,2.6,1.3%,56.3%,0.6%,53.7%,47.7%,48.3%
2015 (14 matches),,1.01,1.04,58.6,2.7,1.6%,52.9%,1.3%,52.5%,49.3%,48.2%
2014 (8 matches),,1.01,1.05,49.5,2.3,0.8%,55.2%,0.0%,56.4%,45.4%,45.9%
Career (116 matches),,1.03,1.10,54.6,2.5,1.3%,52.8%,0.5%,53.6%,49.8%,49.8%
