Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,21,12,9,57.1%,13,7,6,53.8%,2015,2026,R128,19,1.05,7.4%,3.5%,59.4%,72.8%,50.1%,63.5%,38.4%,59.0%,39.0%
Roland Garros,10,Clay,23,13,10,56.5%,6,2,4,33.3%,2015,2024,R64,16,0.98,3.7%,3.6%,61.9%,63.1%,49.6%,58.0%,41.3%,59.7%,46.1%
Wimbledon,8,Grass,19,10,9,52.6%,12,6,6,50.0%,2015,2024,R128,13,0.98,9.9%,4.5%,60.2%,74.0%,53.2%,65.7%,33.5%,60.5%,32.6%
US Open,8,Hard,11,3,8,27.3%,7,1,6,14.3%,2015,2025,R128,8,0.75,9.1%,5.6%,57.8%,69.7%,43.3%,58.6%,30.8%,56.1%,38.7%
Davis Cup,10,,30,16,14,53.3%,10,6,4,60.0%,2014,2024,,20,1.02,7.8%,4.7%,62.8%,72.1%,47.4%,62.9%,37.8%,54.2%,42.1%
Indian Wells Masters,6,Hard,11,5,6,45.5%,5,2,3,40.0%,2017,2026,R128,11,0.96,6.9%,3.4%,57.8%,71.1%,47.2%,61.0%,37.4%,62.8%,37.1%
Acapulco,2,Hard,7,4,3,57.1%,2,1,1,50.0%,2023,2026,R16,7,0.97,7.3%,4.1%,58.3%,72.8%,48.9%,62.8%,36.0%,64.7%,43.6%
Doha,4,Hard,9,4,5,44.4%,4,0,4,0.0%,2018,2026,R16,9,1.05,4.5%,3.0%,63.2%,69.9%,55.7%,64.7%,37.1%,66.0%,40.4%
Montpellier,2,Hard,4,2,2,50.0%,0,0,0,-,2016,2026,R32,4,1.05,4.6%,2.8%,60.7%,71.1%,53.6%,64.2%,37.5%,57.1%,28.6%
Stockholm,12,Hard,20,8,12,40.0%,10,3,7,30.0%,2012,2025,QF,20,0.97,8.2%,3.4%,59.7%,70.4%,48.9%,61.7%,37.2%,54.0%,43.0%
Bastad,12,Clay,17,5,12,29.4%,3,1,2,33.3%,2013,2025,R16,17,0.84,5.3%,4.6%,58.0%,69.6%,48.0%,60.5%,33.3%,66.0%,34.1%
