Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Wimbledon R128,L vs Draper,54,35,1.5,19.1%,12.4%,41,28,1.5,16.7%,11.4%,13.0%,3.3%,1.4,19.1%,14.1%
2024 Davis Cup RR,W vs Heide,31,24,1.3,20.3%,15.7%,22,22,1.0,16.7%,16.7%,11.4%,3.8%,0.5,9.2%,19.6%
2022 Wimbledon R128,L vs Garin,19,38,0.5,10.2%,20.4%,13,29,0.4,7.8%,17.5%,4.2%,2.4%,1.1,16.1%,14.5%
2021 Lyon CH F,L vs Cuevas,7,32,0.2,6.9%,31.7%,5,31,0.2,5.5%,34.1%,5.5%,0.0%,0.6,11.9%,19.8%
2021 Australian Open R128,L vs Schwartzman,35,54,0.6,14.3%,22.1%,35,54,0.6,15.4%,23.7%,,,0.6,10.2%,18.0%
2018 Roland Garros R64,L vs Fognini,15,31,0.5,8.9%,18.3%,15,31,0.5,9.2%,19.0%,,,0.8,15.4%,18.3%
2018 Roland Garros R128,W vs Sela,34,44,0.8,16.6%,21.5%,34,44,0.8,17.8%,23.0%,,,0.5,9.8%,21.0%
2018 Australian Open R128,L vs Mcdonald,19,40,0.5,7.9%,16.7%,19,40,0.5,8.5%,17.9%,,,0.9,15.5%,16.3%
2017 Lyon CH R32,W vs Moutet,20,25,0.8,14.6%,18.2%,17,22,0.8,14.0%,18.2%,10.7%,2.5%,0.9,19.7%,21.9%
2016 Miami Masters R128,L vs Delbonis,9,43,0.2,6.2%,29.5%,7,37,0.2,5.5%,28.9%,3.1%,1.6%,0.4,11.0%,26.0%
2015 Istanbul CH QF,L vs Mertens,18,30,0.6,14.9%,24.8%,16,29,0.6,13.7%,24.8%,10.3%,2.6%,0.5,12.4%,23.1%
2015 Wimbledon R128,L vs Karlovic,39,20,2.0,14.7%,7.5%,32,12,2.7,15.9%,6.0%,10.0%,5.0%,2.8,28.6%,10.2%
2015 Roland Garros R128,L vs Rosol,13,34,0.4,7.4%,19.4%,12,32,0.4,7.4%,19.8%,5.6%,1.9%,0.7,18.9%,25.7%
2015 Australian Open R128,L vs Soeda,52,66,0.8,17.5%,22.2%,47,60,0.8,17.0%,21.7%,13.0%,3.2%,0.9,14.5%,15.8%
2014 Bastad R16,L vs Sousa,10,28,0.4,7.7%,21.5%,8,26,0.3,6.6%,21.3%,4.1%,0.8%,0.6,15.4%,23.8%
Career (15 matches),,375,544,0.7,13.1%,19.1%,323,497,0.6,12.6%,19.4%,6.2%,1.9%,0.9,15.7%,18.2%
