Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Davis Cup Qualifiers RR,W vs Heide,42.2%,54.7%,68.6%,49.8%,55.9%,70.6%,86.7%,70.3%,55.6%,50.0%,-,28.6%,39.3%,55.0%,22
2021 Lyon CH F,L vs Cuevas,18.6%,23.7%,40.4%,21.2%,32.4%,41.2%,43.5%,36.8%,33.3%,50.0%,50.0%,0.0%,0.0%,37.5%,-118
2021 Australian Open R128,L vs Schwartzman,17.4%,29.6%,47.2%,25.0%,23.9%,44.8%,49.0%,37.0%,36.4%,47.1%,40.0%,9.5%,9.5%,44.7%,-26
2017 Lyon CH R32,W vs Moutet,25.9%,32.8%,55.0%,33.6%,22.9%,31.4%,55.6%,35.7%,77.8%,58.8%,50.0%,35.0%,40.0%,53.8%,118
2016 Miami R128,L vs Delbonis,21.8%,23.1%,38.2%,23.2%,34.1%,36.6%,44.4%,36.8%,52.2%,44.4%,25.0%,9.7%,9.7%,32.1%,-29
2015 Istanbul CH QF,L vs Mertens,31.7%,46.7%,45.0%,39.3%,29.0%,54.8%,63.6%,43.9%,61.5%,50.0%,-,35.7%,39.3%,22.2%,-27
2014 Bastad R16,L vs Sousa,28.6%,33.3%,46.5%,33.8%,34.2%,42.1%,60.0%,42.9%,12.5%,22.7%,0.0%,21.7%,21.7%,27.8%,42
Career (7 matches),,25.6%,34.0%,47.6%,31.3%,32.1%,45.4%,54.7%,42.4%,46.0%,45.4%,35.3%,18.9%,21.4%,39.0%,67
