Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,3,0,3,0.0%,1-6,14.3%,25-44,36.2%,0-0,-,0,,,,,,,,,,,
Clay,8,4,4,50.0%,10-9,52.6%,94-91,50.8%,2-0,100.0%,0,,,,,,,,,,,
vs Righties,3,1,2,33.3%,4-4,50.0%,42-42,50.0%,2-0,100.0%,0,,,,,,,,,,,
