Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
1998 Wimbledon SF,W vs Zvereva,23% (3/13),100% (3/3),0/4,47% (7/15),29% (2/7),2/3,1/2,1/2,1/1,1/1
1997 Zurich F,L vs Davenport,8% (1/12),0% (0/1),0/0,25% (3/12),67% (2/3),0/0,0/0,1/2,0/0,1/2
1998 (1 matches),,23.1%,100.0%,0.0%,46.7%,28.6%,66.7%,50.0%,50.0%,100.0%,100.0%
1997 (1 matches),,8.3%,0.0%,-,25.0%,66.7%,-,-,50.0%,-,50.0%
Career (2 matches),,16.0%,75.0%,0.0%,37.0%,40.0%,66.7%,50.0%,50.0%,100.0%,66.7%
