Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Barcelona R64,L vs Hardt,9.1%,25.0%,58.7%,17.3%,8.9%,35.6%,70.7%,24.9%,30.0%,60.0%,50.0%,10.5%,15.8%,44.1%,-16
Career (1 matches),,9.1%,25.0%,58.7%,17.3%,8.9%,35.6%,70.7%,24.9%,30.0%,60.0%,50.0%,10.5%,15.8%,44.1%,-16
