Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Stockholm)
2004,18,5,13,27.8%,14-26,35.0%,156-200,43.8%,1-0,100.0%,4,-,-,0.3%,8.4%,64.0%,59.8%,35.7%,51.1%,38.7%,45.3%,0.79,SF (Stockholm)
2003,12,5,7,41.7%,11-13,45.8%,95-117,44.8%,2-0,100.0%,3,-,-,2.4%,7.7%,63.9%,56.5%,36.1%,49.1%,46.2%,47.7%,0.91,QF (Leipzig)
2002,8,2,6,25.0%,5-13,27.8%,70-97,41.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (Pattaya)
2001,16,5,11,31.3%,14-24,36.8%,142-198,41.8%,1-0,100.0%,0,,,,,,,,,,,,R16 (4x)
2000,23,6,17,26.1%,14-37,27.5%,186-267,41.1%,3-0,100.0%,0,,,,,,,,,,,,R16 (5x)
1999,24,10,14,41.7%,20-29,40.8%,209-239,46.7%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
1998,23,3,20,13.0%,12-38,24.0%,170-262,39.4%,1-3,25.0%,0,,,,,,,,,,,,R16 (Bol)
1997,34,13,21,38.2%,28-43,39.4%,309-357,46.4%,3-5,37.5%,0,,,,,,,,,,,,QF (3x)
1996,13,4,9,30.8%,8-16,33.3%,96-118,44.9%,2-4,33.3%,0,,,,,,,,,,,,QF (Bol)
1995,8,6,2,75.0%,13-7,65.0%,100-78,56.2%,0-0,-,0,,,,,,,,,,,,F (Nagoya)
Career,180,59,121,32.8%,139-248,35.9%,1538-1945,44.2%,15-15,50.0%,7,-,-,1.0%,8.1%,64.0%,58.6%,35.8%,50.4%,41.6%,46.1%,0.84,
