Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2007,5,2,3,40.0%,4-4,50.0%,37-35,51.4%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2006,12,4,8,33.3%,8-12,40.0%,77-100,43.5%,0-0,-,0,,,,,,,,,,,,R16 (4x)
2005,37,26,11,70.3%,57-32,64.0%,457-375,54.9%,5-2,71.4%,0,,,,,,,,,,,,W (2x)
2004,8,0,8,0.0%,4-14,22.2%,73-104,41.2%,0-2,0.0%,0,,,,,,,,,,,,R32 (8x)
2003,16,5,11,31.3%,12-21,36.4%,135-167,44.7%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
2002,27,19,8,70.4%,41-20,67.2%,314-237,57.0%,3-0,100.0%,0,,,,,,,,,,,,F (3x)
2001,8,3,5,37.5%,7-12,36.8%,75-93,44.6%,0-0,-,0,,,,,,,,,,,,QF (Poiters 75K)
2000,19,12,7,63.2%,26-16,61.9%,208-162,56.2%,0-2,0.0%,0,,,,,,,,,,,,SF (2x)
1999,21,16,5,76.2%,31-14,68.9%,213-152,58.4%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
1998,12,5,7,41.7%,12-13,48.0%,114-116,49.6%,1-0,100.0%,0,,,,,,,,,,,,QF (Seattle 50K)
1997,7,4,3,57.1%,8-6,57.1%,71-53,57.3%,0-0,-,0,,,,,,,,,,,,SF (Prostejov 50K)
1996,11,4,7,36.4%,11-14,44.0%,109-115,48.7%,1-2,33.3%,0,,,,,,,,,,,,QF (Limoges 75K)
1995,30,22,8,73.3%,49-20,71.0%,359-257,58.3%,4-3,57.1%,0,,,,,,,,,,,,W (2x)
1994,18,9,9,50.0%,19-21,47.5%,185-173,51.7%,0-3,0.0%,0,,,,,,,,,,,,QF (3x)
1993,15,8,7,53.3%,16-13,55.2%,147-129,53.3%,1-2,33.3%,0,,,,,,,,,,,,QF (4x)
Career,246,139,107,56.5%,305-232,56.8%,2574-2268,53.2%,17-18,48.6%,0,,,,,,,,,,,,
