Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Miami R64,L vs Swiatek,3.5,3.7,3.2,31.4%,38.5%,45.5%,100.0%,42.3%,10.7%,-3.0,-5.7,-7.0,-10.4
2023 US Open R128,L vs Pegula,3.8,4.1,3.3,47.2%,25.8%,46.2%,37.5%,46.6%,4.3%,1.5,1.9,0.5,0.6
2023 Montreal R64,W vs Andreescu,3.5,4.0,3.1,52.7%,67.9%,66.7%,50.0%,46.6%,5.3%,5.0,6.3,19.5,22.2
2023 Birmingham R32,L vs Williams,3.4,3.4,3.5,46.4%,50.9%,65.5%,62.5%,55.3%,3.1%,26.5,13.6,8.5,5.6
2023 Roland Garros R64,L vs Pegula,3.9,3.7,4.1,42.9%,50.0%,42.9%,0.0%,54.8%,3.0%,1.0,2.6,0.0,0.0
2023 Roland Garros R128,W vs Cornet,4.0,4.5,3.6,50.0%,67.4%,44.4%,54.5%,44.4%,0.8%,21.5,21.1,8.5,6.6
2023 Miami R128,W vs Kanepi,3.0,3.2,2.8,45.3%,61.2%,66.7%,50.0%,49.7%,2.5%,5.0,3.2,13.5,8.6
2023 Merida F,W vs Peterson,4.3,4.7,4.0,42.9%,62.5%,66.7%,38.9%,58.9%,3.6%,16.5,8.4,10.5,8.0
2023 Australian Open R32,L vs Bencic,3.5,3.3,3.7,43.8%,45.5%,30.0%,50.0%,45.9%,3.0%,-3.5,-4.2,2.0,2.1
2023 Australian Open R64,W vs Schmiedlova,3.3,3.2,3.5,55.7%,60.0%,50.0%,40.0%,45.9%,4.0%,7.5,8.8,9.5,9.9
2023 Australian Open R128,W vs Pavlyuchenkova,2.5,2.3,2.7,65.0%,84.6%,75.0%,100.0%,62.8%,6.9%,14.0,29.2,5.0,18.5
2022 Nottingham R32,W vs Kartal,3.7,3.2,4.2,52.2%,63.0%,58.3%,62.5%,60.1%,1.6%,7.5,8.1,9.0,14.5
2022 Roland Garros R32,W vs Sabalenka,3.3,3.0,3.7,53.7%,64.5%,50.0%,57.1%,47.0%,2.1%,14.5,17.9,7.0,7.4
2022 Australian Open R32,L vs Barty,2.8,2.8,2.8,34.8%,57.9%,0.0%,100.0%,43.6%,5.3%,-1.0,-2.4,0.5,0.9
2022 Australian Open R64,W vs Martincova,3.8,3.4,4.1,50.0%,56.7%,72.2%,70.0%,59.9%,1.1%,8.0,5.8,10.0,10.9
2022 Australian Open R128,W vs Potapova,3.7,3.6,3.7,59.0%,64.0%,60.0%,40.0%,50.0%,2.4%,-1.0,-1.3,13.5,16.7
2021 Tenerife SF,L vs Osorio,3.5,3.9,3.2,44.6%,55.6%,46.2%,14.3%,48.0%,0.0%,-2.5,-2.6,-3.5,-3.3
2021 US Open R128,L vs Halep,3.2,3.6,2.9,42.0%,55.2%,46.2%,75.0%,59.7%,1.4%,8.0,7.8,-2.5,-3.6
2021 Montreal F,W vs Pliskova,3.7,3.8,3.6,49.4%,79.2%,33.3%,50.0%,53.6%,5.8%,6.0,5.1,-1.0,-1.0
2021 Montreal SF,W vs Pegula,4.1,4.2,4.0,56.0%,57.1%,55.0%,41.2%,53.4%,1.3%,9.0,5.4,2.0,1.4
Last 52 Weeks (4 matches),,3.6,3.8,3.3,45.7%,46.4%,58.8%,55.0%,49.6%,5.2%,7.5,7.4,5.4,5.4
Career (55 matches),,3.6,3.6,3.5,47.1%,55.2%,56.6%,53.3%,51.2%,2.9%,6.5,6.2,4.1,4.1
