Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Miami R64,L vs Swiatek,0.0%,-,3.3%,66.7%,8.7%,75.0%,0.0%,4.3%,16.7%,0.0%,-,21,64
2023 US Open R128,L vs Pegula,0.0%,-,10.5%,69.2%,17.8%,31.3%,0.0%,10.0%,38.5%,0.0%,-,25,30
2023 Montreal R64,W vs Andreescu,0.0%,-,3.4%,25.0%,14.9%,33.3%,0.0%,25.0%,66.7%,0.0%,-,87,62
2023 Birmingham R32,L vs Williams,0.0%,-,5.3%,61.5%,22.0%,26.9%,0.0%,20.8%,48.1%,0.0%,-,155,132
2023 Roland Garros R64,L vs Pegula,0.0%,-,6.4%,66.7%,9.4%,16.7%,0.0%,8.7%,100.0%,0.0%,-,-73,-3
2023 Roland Garros R128,W vs Cornet,0.0%,-,6.3%,62.5%,18.4%,33.3%,33.3%,18.1%,33.3%,0.0%,-,114,112
2023 Miami R128,W vs Kanepi,0.0%,-,1.9%,100.0%,16.3%,45.5%,50.0%,18.3%,52.6%,0.0%,-,57,98
2023 Merida F,W vs Peterson,0.0%,-,6.7%,83.3%,17.4%,31.0%,33.3%,13.0%,36.8%,0.0%,-,64,43
2023 Australian Open R32,L vs Bencic,0.0%,-,7.6%,60.0%,11.1%,23.1%,0.0%,16.4%,55.0%,0.0%,-,78,73
2023 Australian Open R64,W vs Schmiedlova,0.0%,-,2.4%,66.7%,17.1%,41.7%,0.0%,18.5%,60.0%,0.5%,100.0%,165,149
2023 Australian Open R128,W vs Pavlyuchenkova,0.0%,-,0.0%,0.0%,26.5%,66.7%,0.0%,11.8%,33.3%,0.0%,-,121,179
2022 Nottingham R32,W vs Kartal,1.7%,100.0%,19.3%,81.8%,22.2%,13.6%,50.0%,20.5%,28.6%,0.0%,-,243,207
2022 Roland Garros R32,W vs Sabalenka,0.0%,-,6.2%,77.8%,18.5%,35.3%,0.0%,11.6%,54.5%,0.0%,-,5,74
2022 Australian Open R32,L vs Barty,0.0%,-,9.9%,88.9%,17.1%,25.0%,0.0%,18.4%,50.0%,0.0%,-,244,170
2022 Australian Open R64,W vs Martincova,0.0%,-,11.3%,93.8%,13.5%,38.5%,0.0%,15.2%,41.2%,0.0%,-,128,158
2022 Australian Open R128,W vs Potapova,0.0%,-,8.5%,88.9%,10.6%,20.0%,50.0%,19.0%,50.0%,0.0%,-,137,116
2021 Tenerife SF,L vs Osorio,0.0%,-,9.4%,61.5%,9.7%,12.5%,0.0%,12.2%,31.3%,0.0%,-,63,59
2021 US Open R128,L vs Halep,0.0%,-,8.2%,81.8%,14.9%,27.3%,0.0%,18.6%,50.0%,0.0%,-,196,125
2021 Montreal F,W vs Pliskova,0.0%,-,4.3%,66.7%,5.5%,20.0%,0.0%,5.6%,9.1%,0.0%,-,-18,29
2021 Montreal SF,W vs Pegula,0.0%,-,6.1%,63.6%,11.6%,28.6%,0.0%,8.0%,13.6%,0.0%,-,24,53
Last 52 Weeks (4 matches),,0.0%,-,5.7%,60.6%,17.9%,32.8%,0.0%,16.2%,44.8%,0.0%,-,90,83
Career (55 matches),,0.1%,100.0%,8.2%,72.3%,15.0%,30.4%,17.7%,12.9%,35.9%,0.0%,50.0%,88,90
