Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Miami R64,L vs Swiatek,69.0%,34.5%,2.4%,1/0,2.50,0.0%,65.4%,35.3%,0.0%,2.56,0.0%,80.0%,33.3%,6.7%,2.38,0.0%
2023 US Open R128,L vs Pegula,56.5%,34.6%,4.3%,1/1,2.53,10.3%,53.6%,20.0%,3.6%,2.56,15.4%,68.8%,54.5%,6.3%,2.47,0.0%
2023 Montreal R64,W vs Andreescu,72.6%,57.8%,3.2%,1/1,2.35,12.2%,75.7%,50.0%,0.0%,2.17,23.8%,77.3%,70.6%,9.1%,2.55,0.0%
2023 Birmingham R32,L vs Williams,66.7%,57.1%,3.2%,2/2,2.15,2.3%,68.3%,50.0%,2.4%,1.99,2.0%,70.0%,71.4%,5.0%,2.35,2.7%
2023 Roland Garros R64,L vs Pegula,72.7%,31.3%,13.6%,0/3,2.61,0.0%,66.7%,12.5%,8.3%,3.28,0.0%,88.9%,50.0%,22.2%,1.86,0.0%
2023 Roland Garros R128,W vs Cornet,68.8%,69.8%,1.3%,0/1,2.58,10.0%,75.6%,64.5%,2.4%,2.79,15.0%,75.9%,77.3%,0.0%,2.38,5.0%
2023 Miami R128,W vs Kanepi,55.7%,56.2%,7.6%,2/8,2.09,10.8%,50.7%,50.0%,5.3%,2.01,14.3%,74.5%,62.9%,12.8%,2.21,5.9%
2023 Merida F,W vs Peterson,66.3%,55.9%,2.2%,1/1,1.98,7.1%,62.9%,48.7%,1.6%,1.91,10.9%,83.3%,70.0%,4.2%,2.12,0.0%
2023 Australian Open R32,L vs Bencic,64.1%,48.8%,7.8%,1/4,1.87,12.5%,64.1%,48.0%,10.3%,1.95,17.1%,76.2%,50.0%,4.8%,1.67,0.0%
2023 Australian Open R64,W vs Schmiedlova,69.8%,68.2%,3.2%,1/1,1.96,12.5%,68.4%,61.5%,2.6%,1.84,20.8%,85.7%,77.8%,4.8%,2.13,0.0%
2023 Australian Open R128,W vs Pavlyuchenkova,69.7%,95.7%,6.1%,1/1,1.95,0.0%,76.5%,92.3%,0.0%,2.05,0.0%,76.9%,100.0%,15.4%,1.78,0.0%
2022 Nottingham R32,W vs Kartal,73.6%,64.1%,0.0%,0/0,2.35,26.8%,75.0%,55.6%,0.0%,2.56,52.6%,85.7%,83.3%,0.0%,2.18,4.5%
2022 Roland Garros R32,W vs Sabalenka,71.4%,64.4%,9.5%,3/3,2.55,6.3%,67.5%,59.3%,5.0%,2.62,7.7%,94.7%,72.2%,21.1%,2.47,4.5%
2022 Australian Open R32,L vs Barty,43.8%,38.1%,2.1%,1/0,1.95,77.4%,33.3%,22.2%,3.7%,1.71,68.8%,63.2%,50.0%,0.0%,2.21,86.7%
2022 Australian Open R64,W vs Martincova,73.6%,62.3%,4.2%,2/1,1.84,10.3%,73.1%,65.8%,1.9%,1.76,11.1%,83.3%,53.3%,11.1%,1.91,9.5%
2022 Australian Open R128,W vs Potapova,70.0%,60.0%,6.0%,1/2,1.93,2.5%,73.1%,68.4%,3.8%,1.93,5.6%,84.2%,50.0%,10.5%,1.93,0.0%
2021 Tenerife SF,L vs Osorio,70.3%,44.2%,5.4%,3/1,2.78,6.3%,70.8%,38.2%,0.0%,2.41,7.4%,85.7%,55.6%,19.0%,3.21,4.8%
2021 US Open R128,L vs Halep,57.3%,53.5%,0.0%,0/0,2.27,0.0%,53.5%,34.8%,0.0%,2.08,0.0%,69.0%,75.0%,0.0%,2.43,0.0%
2021 Montreal F,W vs Pliskova,63.3%,56.0%,3.8%,2/1,2.34,0.0%,66.7%,53.3%,2.2%,2.15,0.0%,71.4%,60.0%,7.1%,2.62,0.0%
2021 Montreal SF,W vs Pegula,72.6%,54.1%,1.2%,1/0,2.47,17.7%,79.6%,51.2%,1.9%,2.67,28.2%,81.8%,61.1%,0.0%,2.14,0.0%
Last 52 Weeks (4 matches),,66.7%,50.5%,3.3%,55.6%,2.34,6.0%,67.1%,44.0%,1.7%,2.28,9.1%,73.1%,61.8%,6.5%,2.43,1.2%
Career (55 matches),,65.3%,57.2%,4.2%,50.3%,2.35,9.2%,64.8%,53.4%,2.7%,2.28,13.1%,77.1%,63.4%,7.9%,2.43,3.9%
