Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,259,137,122,52.9%,314-281,52.8%,2850-2709,51.3%,37-22,62.7%,235,66.5%,34.9%,4.2%,9.7%,56.5%,66.1%,47.1%,57.8%,43.5%,50.7%,1.03
Clay,81,39,42,48.1%,93-93,50.0%,873-860,50.4%,7-9,43.8%,75,65.1%,37.2%,3.3%,8.9%,57.8%,63.8%,46.6%,56.5%,44.0%,50.3%,1.01
Grass,73,42,31,57.5%,92-73,55.8%,838-782,51.7%,14-12,53.8%,73,70.5%,33.8%,4.6%,11.7%,53.5%,69.9%,47.9%,59.6%,41.8%,50.7%,1.04
Grand Slams,91,45,46,49.5%,105-102,50.7%,976-958,50.5%,11-7,61.1%,90,67.4%,33.8%,3.5%,9.6%,55.7%,65.7%,46.2%,57.1%,42.9%,50.2%,1.00
Premiers,118,54,64,45.8%,127-134,48.7%,1216-1243,49.5%,14-10,58.3%,108,62.5%,35.2%,4.1%,10.3%,56.1%,64.8%,46.0%,56.5%,43.2%,50.0%,1.00
Internationals,147,92,55,62.6%,206-144,58.9%,1775-1548,53.4%,27-17,61.4%,139,70.1%,36.8%,4.4%,9.8%,56.9%,67.8%,48.9%,59.6%,43.9%,51.7%,1.09
Finals,10,4,6,40.0%,11-13,45.8%,117-126,48.1%,2-2,50.0%,8,66.2%,26.7%,5.6%,5.0%,61.9%,65.3%,49.5%,59.3%,39.8%,49.0%,0.98
Semi-finals,20,10,10,50.0%,22-20,52.4%,201-205,49.5%,4-0,100.0%,19,65.7%,29.0%,4.5%,7.5%,57.0%,66.7%,49.0%,59.1%,40.5%,49.6%,0.99
Quarter-finals,39,20,19,51.3%,43-42,50.6%,402-387,51.0%,6-4,60.0%,36,65.7%,36.8%,4.7%,10.0%,56.1%,67.5%,45.6%,57.9%,43.1%,50.6%,1.02
vs Righties,378,201,177,53.2%,458-407,52.9%,4174-3966,51.3%,51-39,56.7%,350,66.9%,35.2%,4.1%,9.8%,56.4%,66.2%,47.2%,57.9%,43.2%,50.6%,1.03
vs Lefties,30,16,14,53.3%,37-32,53.6%,333-321,50.9%,6-4,60.0%,28,70.5%,34.4%,4.5%,10.7%,53.7%,67.4%,47.8%,58.3%,43.7%,50.8%,1.05
vs Top 10,48,17,31,35.4%,42-68,38.2%,455-561,44.8%,4-3,57.1%,43,59.7%,27.3%,3.4%,9.6%,56.0%,62.8%,45.0%,55.0%,39.8%,47.8%,0.88
